ID,Household income,Household size,Rainfall,Ave temp dry,Travel time,Shortest distance,Height diff,Volume per day wet,Amount spent,Willingness to pay,tA,Wd,td,t2,A2,W2,d2,t3,A3,W3,d3,t4,A4,W4,d4
150,45000,6,3.32,29.1,40,36.36,1,140,645,400,25800,14544,1454.4,1600,416025,160000,1322.0496,64000,268336125,64000000,48069.72346,2560000,1.73E+11,25600000000,1747815.145
151,65000,8,3.32,29.1,35,129.4,5,160,285,330,9975,42702,4529,1225,81225,108900,16744.36,42875,23149125,35937000,2166720.184,1500625,6597500625,11859210000,280373591.8
152,40000,7,3.32,29.1,60,121.5,4,100,360,410,21600,49815,7290,3600,129600,168100,14762.25,216000,46656000,68921000,1793613.375,12960000,16796160000,28257610000,217924025.1
153,40000,9,3.32,29.1,20,177.72,4,200,210,260,4200,46207.2,3554.4,400,44100,67600,31584.3984,8000,9261000,17576000,5613179.284,160000,1944810000,4569760000,997574222.3
154,40000,8,3.32,29.1,40,230.65,7,160,380,430,15200,99179.5,9226,1600,144400,184900,53199.4225,64000,54872000,79507000,12270446.8,2560000,20851360000,34188010000,2830178554
155,40000,7,3.32,29.1,30,294.54,6,180,210,260,6300,76580.4,8836.2,900,44100,67600,86753.8116,27000,9261000,17576000,25552467.67,810000,1944810000,4569760000,7526223827
156,40000,7,3.32,29.1,20,178.72,2,200,210,260,4200,46467.2,3574.4,400,44100,67600,31940.8384,8000,9261000,17576000,5708466.639,160000,1944810000,4569760000,1020217158
157,40000,8,3.32,29.1,40,196.02,9,160,380,430,15200,84288.6,7840.8,1600,144400,184900,38423.8404,64000,54872000,79507000,7531841.195,2560000,20851360000,34188010000,1476391511
158,90000,9,3.32,29.1,20,224.45,11,200,210,260,4200,58357,4489,400,44100,67600,50377.8025,8000,9261000,17576000,11307297.77,160000,1944810000,4569760000,2537922985
159,105000,9,3.32,29.1,20,215.2,11,220,180,230,3600,49496,4304,400,32400,52900,46311.04,8000,5832000,12167000,9966135.808,160000,1049760000,2798410000,2144712426
160,70000,8,3.32,29.1,40,210.11,5,160,210,260,8400,54628.6,8404.4,1600,44100,67600,44146.2121,64000,9261000,17576000,9275560.624,2560000,1944810000,4569760000,1948888043
161,70000,6,3.32,29.1,35,250.91,6,140,210,260,7350,65236.6,8781.85,1225,44100,67600,62955.8281,42875,9261000,17576000,15796246.83,1500625,1944810000,4569760000,3963436292
162,70000,8,3.32,29.1,40,332.63,7,160,180,230,7200,76504.9,13305.2,1600,32400,52900,110642.7169,64000,5832000,12167000,36803086.92,2560000,1049760000,2798410000,12241810803
163,70000,9,3.32,29.1,20,389.28,1,200,210,260,4200,101212.8,7785.6,400,44100,67600,151538.9184,8000,9261000,17576000,58991070.15,160000,1944810000,4569760000,22964043790
164,70000,6,3.32,29.1,20,448.99,3,220,370,420,7400,188575.8,8979.8,400,136900,176400,201592.0201,8000,50653000,74088000,90512801.1,160000,18741610000,31116960000,40639342568
165,105000,7,3.32,29.1,30,338.76,10,180,210,260,6300,88077.6,10162.8,900,44100,67600,114758.3376,27000,9261000,17576000,38875534.45,810000,1944810000,4569760000,13169476049
166,40000,7,3.32,29.1,50,305.81,18,100,210,260,10500,79510.6,15290.5,2500,44100,67600,93519.7561,125000,9261000,17576000,28599276.61,6250000,1944810000,4569760000,8745944781
167,100000,6,3.32,29.1,20,308.01,18,220,320,370,6400,113963.7,6160.2,400,102400,136900,94870.1601,8000,32768000,50653000,29220958.01,160000,10485760000,18741610000,9000347277
168,40000,7,3.32,29.1,60,400.05,22,100,210,260,12600,104013,24003,3600,44100,67600,160040.0025,216000,9261000,17576000,64024003,12960000,1944810000,4569760000,25612802400
169,50000,7,3.32,29.1,50,420.33,23,120,140,190,7000,79862.7,21016.5,2500,19600,36100,176677.3089,125000,2744000,6859000,74262773.25,6250000,384160000,1303210000,31214871480
170,55000,6,3.32,29.1,40,378.8,18,140,210,260,8400,98488,15152,1600,44100,67600,143489.44,64000,9261000,17576000,54353799.87,2560000,1944810000,4569760000,20589219392
171,70000,8,3.32,29.1,35,426.9,11,160,210,260,7350,110994,14941.5,1225,44100,67600,182243.61,42875,9261000,17576000,77799797.11,1500625,1944810000,4569760000,33212733386
172,50000,7,3.32,29.1,60,473.33,10,100,180,230,10800,108865.9,28399.8,3600,32400,52900,224041.2889,216000,5832000,12167000,106045463.3,12960000,1049760000,2798410000,50194499132
173,80000,7,3.32,29.1,30,531.51,18,180,210,260,6300,138192.6,15945.3,900,44100,67600,282502.8801,27000,9261000,17576000,150153105.8,810000,1944810000,4569760000,79807877265
174,80000,8,3.32,29.1,40,527.39,16,160,210,260,8400,137121.4,21095.6,1600,44100,67600,278140.2121,64000,9261000,17576000,146688366.5,2560000,1944810000,4569760000,77361977587
175,80000,9,3.32,29.1,20,463.04,4,200,190,240,3800,111129.6,9260.8,400,36100,57600,214406.0416,8000,6859000,13824000,99278573.5,160000,1303210000,3317760000,45969950675
176,80000,6,3.32,29.1,20,488.07,26,200,210,260,4200,126898.2,9761.4,400,44100,67600,238212.3249,8000,9261000,17576000,116264289.4,160000,1944810000,4569760000,56745111734
177,80000,7,3.32,29.1,50,474.22,15,220,210,260,10500,123297.2,23711,2500,44100,67600,224884.6084,125000,9261000,17576000,106644779,6250000,1944810000,4569760000,50573087095
178,80000,7,3.32,29.1,30,469.3,24,180,400,450,12000,211185,14079,900,160000,202500,220242.49,27000,64000000,91125000,103359800.6,810000,25600000000,41006250000,48506754401
179,80000,8,3.32,29.1,40,470.34,17,160,210,260,8400,122288.4,18813.6,1600,44100,67600,221219.7156,64000,9261000,17576000,104048481,2560000,1944810000,4569760000,48938162570
180,80000,6,3.32,29.1,40,405.81,9,140,120,170,4800,68987.7,16232.4,1600,14400,28900,164681.7561,64000,1728000,4913000,66829503.44,2560000,207360000,835210000,27120080792
181,80000,7,3.32,29.1,30,379.33,16,180,280,330,8400,125178.9,11379.9,900,78400,108900,143891.2489,27000,21952000,35937000,54582267.45,810000,6146560000,11859210000,20704691510
182,50000,7,3.32,29.1,30,323.36,12,180,120,170,3600,54971.2,9700.8,900,14400,28900,104561.6896,27000,1728000,4913000,33811067.95,810000,207360000,835210000,10933146932
183,60000,6,3.32,29.1,40,373.55,9,140,120,170,4800,63503.5,14942,1600,14400,28900,139539.6025,64000,1728000,4913000,52125018.51,2560000,207360000,835210000,19471300666
184,50000,7,3.32,29.1,50,268.75,9,120,165,210,8250,56437.5,13437.5,2500,27225,44100,72226.5625,125000,4492125,9261000,19410888.67,6250000,741200625,1944810000,5216676331
185,70000,8,3.32,29.1,40,342.38,2,160,380,430,15200,147223.4,13695.2,1600,144400,184900,117224.0644,64000,54872000,79507000,40135175.17,2560000,20851360000,34188010000,13741481274
186,95000,8,3.32,29.1,35,297.26,6,160,165,210,5775,62424.6,10404.1,1225,27225,44100,88363.5076,42875,4492125,9261000,26266936.27,1500625,741200625,1944810000,7808109475
187,95000,9,3.32,29.1,20,231.68,8,200,120,170,2400,39385.6,4633.6,400,14400,28900,53675.6224,8000,1728000,4913000,12435568.2,160000,207360000,835210000,2881072440
188,65000,8,3.32,29.1,40,237.2,0,160,165,210,6600,49812,9488,1600,27225,44100,56263.84,64000,4492125,9261000,13345782.85,2560000,741200625,1944810000,3165619692
189,45000,6,3.32,29.1,40,186.42,6,140,280,330,11200,61518.6,7456.8,1600,78400,108900,34752.4164,64000,21952000,35937000,6478545.465,2560000,6146560000,11859210000,1207730446
190,40000,7,3.32,29.1,60,72.57,3,100,360,410,21600,29753.7,4354.2,3600,129600,168100,5266.4049,216000,46656000,68921000,382183.0036,12960000,16796160000,28257610000,27735020.57
191,55000,6,3.32,29.1,40,112.72,3,140,450,500,18000,56360,4508.8,1600,202500,250000,12705.7984,64000,91125000,125000000,1432197.596,2560000,41006250000,62500000000,161437313
192,55000,6,3.32,29.1,40,159.14,6,140,450,500,18000,79570,6365.6,1600,202500,250000,25325.5396,64000,91125000,125000000,4030306.372,2560000,41006250000,62500000000,641382956
193,85000,9,3.32,29.1,40,196.45,4,200,165,210,6600,41254.5,7858,1600,27225,44100,38592.6025,64000,4492125,9261000,7581516.761,2560000,741200625,1944810000,1489388968
194,90000,8,3.32,29.1,40,222.3,9,160,210,260,8400,57798,8892,1600,44100,67600,49417.29,64000,9261000,17576000,10985463.57,2560000,1944810000,4569760000,2442068551
195,60000,6,3.32,29.1,40,128.72,1,140,280,330,11200,42477.6,5148.8,1600,78400,108900,16568.8384,64000,21952000,35937000,2132740.879,2560000,6146560000,11859210000,274526405.9
196,100000,7,3.32,29.1,20,306.37,15,220,285,330,5700,101102.1,6127.4,400,81225,108900,93862.5769,8000,23149125,35937000,28756677.68,160000,6597500625,11859210000,8810183342
197,100000,9,3.32,29.1,20,196.6,3,220,210,260,4200,51116,3932,400,44100,67600,38651.56,8000,9261000,17576000,7598896.696,160000,1944810000,4569760000,1493943090
198,40000,7,3.32,29.1,60,211.02,2,100,330,380,19800,80187.6,12661.2,3600,108900,144400,44529.4404,216000,35937000,54872000,9396602.513,12960000,11859210000,20851360000,1982871062
199,50000,6,3.32,29.1,40,192.63,4,140,480,300,19200,57789,7705.2,1600,230400,90000,37106.3169,64000,110592000,27000000,7147789.824,2560000,53084160000,8100000000,1376878754
200,75000,7,3.32,29.1,30,230.85,2,180,330,380,9900,87723,6925.5,900,108900,144400,53291.7225,27000,35937000,54872000,12302394.14,810000,11859210000,20851360000,2840007687
201,95000,9,3.32,29.1,50,101.84,0,200,285,330,14250,33607.2,5092,2500,81225,108900,10371.3856,125000,23149125,35937000,1056221.91,6250000,6597500625,11859210000,107565639.3
202,55000,6,3.32,29.1,40,138.64,2,140,570,280,22800,38819.2,5545.6,1600,324900,78400,19221.0496,64000,185193000,21952000,2664806.317,2560000,1.06E+11,6146560000,369448747.7
203,65000,7,3.32,29.1,30,105.08,1,180,480,300,14400,31524,3152.4,900,230400,90000,11041.8064,27000,110592000,27000000,1160273.017,810000,53084160000,8100000000,121921488.6
204,105000,6,3.32,29.1,20,72.84,0,200,720,380,14400,27679.2,1456.8,400,518400,144400,5305.6656,8000,373248000,54872000,386464.6823,160000,2.69E+11,20851360000,28150087.46
205,65000,8,3.32,29.1,40,87.14,1,160,300,350,12000,30499,3485.6,1600,90000,122500,7593.3796,64000,27000000,42875000,661687.0983,2560000,8100000000,15006250000,57659413.75
206,60000,6,3.32,29.1,40,113.88,4,140,600,450,24000,51246,4555.2,1600,360000,202500,12968.6544,64000,216000000,91125000,1476870.363,2560000,1.30E+11,41006250000,168185996.9
207,75000,7,3.32,29.1,30,137.06,2,180,450,500,13500,68530,4111.8,900,202500,250000,18785.4436,27000,91125000,125000000,2574732.9,810000,41006250000,62500000000,352892891.2
208,105000,7,3.32,29.1,20,132.09,4,200,380,430,7600,56798.7,2641.8,400,144400,184900,17447.7681,8000,54872000,79507000,2304675.688,160000,20851360000,34188010000,304424611.7
209,45000,6,3.32,29.1,40,55.07,3,140,765,280,30600,15419.6,2202.8,1600,585225,78400,3032.7049,64000,447697125,21952000,167011.0588,2560000,3.42E+11,6146560000,9197299.01
210,80000,7,3.32,29.1,30,85.29,4,180,525,480,15750,40939.2,2558.7,900,275625,230400,7274.3841,27000,144703125,110592000,620432.2199,810000,75969140625,53084160000,52916664.03
211,80000,7,3.32,29.1,30,27.07,1,180,600,450,18000,12181.5,812.1,900,360000,202500,732.7849,27000,216000000,91125000,19836.48724,810000,1.30E+11,41006250000,536973.7097
212,95000,9,3.32,29.1,20,146.49,2,200,165,210,3300,30762.9,2929.8,400,27225,44100,21459.3201,8000,4492125,9261000,3143575.801,160000,741200625,1944810000,460502419.2
213,85000,9,3.32,29.1,35,131.61,2,200,270,320,9450,42115.2,4606.35,1225,72900,102400,17321.1921,42875,19683000,32768000,2279642.092,1500625,5314410000,10485760000,300023695.8
214,40000,7,3.32,29.1,60,152.63,1,100,240,290,14400,44262.7,9157.8,3600,57600,84100,23295.9169,216000,13824000,24389000,3555655.796,12960000,3317760000,7072810000,542699744.2
215,100000,7,3.32,29.1,30,76.69,1,180,310,360,9300,27608.4,2300.7,900,96100,129600,5881.3561,27000,29791000,46656000,451041.1993,810000,9235210000,16796160000,34590349.58
216,95000,9,3.32,29.1,20,105.72,2,200,210,260,4200,27487.2,2114.4,400,44100,67600,11176.7184,8000,9261000,17576000,1181602.669,160000,1944810000,4569760000,124919034.2
217,95000,9,3.32,29.1,20,90.44,2,200,380,430,7600,38889.2,1808.8,400,144400,184900,8179.3936,8000,54872000,79507000,739744.3572,160000,20851360000,34188010000,66902479.66
218,95000,9,3.32,29.1,20,39.66,0,200,285,330,5700,13087.8,793.2,400,81225,108900,1572.9156,8000,23149125,35937000,62381.8327,160000,6597500625,11859210000,2474063.485
219,95000,7,3.32,29.1,50,79.4,2,120,450,500,22500,39700,3970,2500,202500,250000,6304.36,125000,91125000,125000000,500566.184,6250000,41006250000,62500000000,39744955.01
220,95000,9,3.32,29.1,50,118.98,1,200,165,210,8250,24985.8,5949,2500,27225,44100,14156.2404,125000,4492125,9261000,1684309.483,6250000,741200625,1944810000,200399142.3
221,95000,7,3.32,29.1,30,144.81,0,180,240,290,7200,41994.9,4344.3,900,57600,84100,20969.9361,27000,13824000,24389000,3036656.447,810000,3317760000,7072810000,439738220
222,50000,7,3.32,29.1,50,85.98,3,120,360,410,18000,35251.8,4299,2500,129600,168100,7392.5604,125000,46656000,68921000,635612.3432,6250000,16796160000,28257610000,54649949.27
223,75000,7,3.32,29.1,30,35.47,1,180,525,480,15750,17025.6,1064.1,900,275625,230400,1258.1209,27000,144703125,110592000,44625.54832,810000,75969140625,53084160000,1582868.199
224,80000,7,3.32,29.1,30,105.39,3,180,285,330,8550,34778.7,3161.7,900,81225,108900,11107.0521,27000,23149125,35937000,1170572.221,810000,6597500625,11859210000,123366606.4
225,75000,7,3.32,29.1,30,55.11,0,180,570,280,17100,15430.8,1653.3,900,324900,78400,3037.1121,27000,185193000,21952000,167375.2478,810000,1.06E+11,6146560000,9224049.908
226,80000,7,3.32,29.1,30,104.04,0,180,330,380,9900,39535.2,3121.2,900,108900,144400,10824.3216,27000,35937000,54872000,1126162.419,810000,11859210000,20851360000,117165938.1
227,80000,9,3.32,29.1,20,150.88,4,200,165,210,3300,31684.8,3017.6,400,27225,44100,22764.7744,8000,4492125,9261000,3434749.161,160000,741200625,1944810000,518234953.5
228,80000,7,3.32,29.1,30,188.67,5,180,300,350,9000,66034.5,5660.1,900,90000,122500,35596.3689,27000,27000000,42875000,6715966.92,810000,8100000000,15006250000,1267101479
229,100000,6,3.32,29.1,20,107.45,0,220,360,410,7200,44054.5,2149,400,129600,168100,11545.5025,8000,46656000,68921000,1240564.244,160000,16796160000,28257610000,133298628
230,55000,6,3.32,29.1,40,156.85,2,140,360,410,14400,64308.5,6274,1600,129600,168100,24601.9225,64000,46656000,68921000,3858811.544,2560000,16796160000,28257610000,605254590.7
231,60000,6,3.32,29.1,40,78.11,1,140,480,300,19200,23433,3124.4,1600,230400,90000,6101.1721,64000,110592000,27000000,476562.5527,2560000,53084160000,8100000000,37224300.99
232,50000,7,3.32,29.1,50,118.6,3,120,330,380,16500,45068,5930,2500,108900,144400,14065.96,125000,35937000,54872000,1668222.856,6250000,11859210000,20851360000,197851230.7
233,45000,6,3.32,29.1,40,42.38,2,140,690,500,27600,21190,1695.2,1600,476100,250000,1796.0644,64000,328509000,125000000,76117.20927,2560000,2.27E+11,62500000000,3225847.329
234,95000,9,3.32,29.1,20,100.9,4,200,320,370,6400,37333,2018,400,102400,136900,10180.81,8000,32768000,50653000,1027243.729,160000,10485760000,18741610000,103648892.3
235,50000,6,3.32,29.1,40,66.73,2,140,480,300,19200,20019,2669.2,1600,230400,90000,4452.8929,64000,110592000,27000000,297141.5432,2560000,53084160000,8100000000,19828255.18
236,65000,8,3.32,29.1,40,172.24,4,160,210,260,8400,44782.4,6889.6,1600,44100,67600,29666.6176,64000,9261000,17576000,5109778.215,2560000,1944810000,4569760000,880108199.8
237,90000,9,3.32,29.1,20,201.09,7,200,165,210,3300,42228.9,4021.8,400,27225,44100,40437.1881,8000,4492125,9261000,8131514.155,160000,741200625,1944810000,1635166181
238,90000,9,3.32,29.1,20,234.88,6,200,200,250,4000,58720,4697.6,400,40000,62500,55168.6144,8000,8000000,15625000,12958004.15,160000,1600000000,3906250000,3043576015
239,55000,6,3.32,29.1,40,223.29,7,140,330,380,13200,84850.2,8931.6,1600,108900,144400,49858.4241,64000,35937000,54872000,11132887.52,2560000,11859210000,20851360000,2485862454
240,105000,6,3.32,29.1,20,251.73,10,200,285,330,5700,83070.9,5034.6,400,81225,108900,63367.9929,8000,23149125,35937000,15951624.85,160000,6597500625,11859210000,4015502524
241,55000,6,3.32,29.1,40,304.38,17,140,220,270,8800,82182.6,12175.2,1600,48400,72900,92647.1844,64000,10648000,19683000,28199949.99,2560000,2342560000,5314410000,8583500777
242,105000,9,3.32,29.1,20,367.9,14,200,285,330,5700,121407,7358,400,81225,108900,135350.41,8000,23149125,35937000,49795415.84,160000,6597500625,11859210000,18319733487
243,95000,9,3.32,29.1,20,369.86,18,200,285,330,5700,122053.8,7397.2,400,81225,108900,136796.4196,8000,23149125,35937000,50595523.75,160000,6597500625,11859210000,18713260415
244,100000,6,3.32,29.1,20,438.77,15,200,270,320,5400,140406.4,8775.4,400,72900,102400,192519.1129,8000,19683000,32768000,84471611.17,160000,5314410000,10485760000,37063608832
245,90000,9,3.32,29.1,20,446.23,0,200,165,210,3300,93708.3,8924.6,400,27225,44100,199121.2129,8000,4492125,9261000,88853858.83,160000,741200625,1944810000,39649257427
246,70000,8,3.32,29.1,40,378.76,2,160,165,210,6600,79539.6,15150.4,1600,27225,44100,143459.1376,64000,4492125,9261000,54336582.96,2560000,741200625,1944810000,20580524161
247,100000,5,3.32,29.1,20,462.39,22,220,320,370,6400,171084.3,9247.8,400,102400,136900,213804.5121,8000,32768000,50653000,98861068.35,160000,10485760000,18741610000,45712369394
248,60000,6,3.32,29.1,40,421.35,19,140,120,170,4800,71629.5,16854,1600,14400,28900,177535.8225,64000,1728000,4913000,74804718.81,2560000,207360000,835210000,31518968271
249,100000,7,3.32,29.1,20,463.04,23,220,210,260,4200,120390.4,9260.8,400,44100,67600,214406.0416,8000,9261000,17576000,99278573.5,160000,1944810000,4569760000,45969950675
250,45000,6,3.32,29.1,40,473.06,18,140,120,170,4800,80420.2,18922.4,1600,14400,28900,223785.7636,64000,1728000,4913000,105864093.3,2560000,207360000,835210000,50080067990
251,70000,9,3.32,29.1,20,544.23,22,220,410,460,8200,250345.8,10884.6,400,168100,211600,296186.2929,8000,68921000,97336000,161193466.2,160000,28257610000,44774560000,87726320102
252,45000,6,3.32,29.1,40,527.8,19,140,120,170,4800,89726,21112,1600,14400,28900,278572.84,64000,1728000,4913000,147030745,2560000,207360000,835210000,77602827186
253,95000,9,3.32,29.1,20,374.88,2,200,120,170,2400,63729.6,7497.6,400,14400,28900,140535.0144,8000,1728000,4913000,52683766.2,160000,207360000,835210000,19750090272
254,65000,8,3.32,29.1,40,365,0,160,120,170,4800,62050,14600,1600,14400,28900,133225,64000,1728000,4913000,48627125,2560000,207360000,835210000,17748900625
255,90000,9,3.32,29.1,20,440.65,3,200,120,170,2400,74910.5,8813,400,14400,28900,194172.4225,8000,1728000,4913000,85562077.97,160000,207360000,835210000,37702929660
256,90000,9,3.32,29.1,20,509.4,3,200,120,170,2400,86598,10188,400,14400,28900,259488.36,8000,1728000,4913000,132183370.6,160000,207360000,835210000,67334208975
257,90000,7,3.32,29.1,30,578.28,8,180,120,170,3600,98307.6,17348.4,900,14400,28900,334407.7584,27000,1728000,4913000,193381318.5,810000,207360000,835210000,1.12E+11
258,90000,9,3.32,29.1,35,598.07,3,200,120,170,4200,101671.9,20932.45,1225,14400,28900,357687.7249,42875,1728000,4913000,213922297.6,1500625,207360000,835210000,1.28E+11
259,90000,8,3.32,29.1,40,541.94,28,160,120,170,4800,92129.8,21677.6,1600,14400,28900,293698.9636,64000,1728000,4913000,159167216.3,2560000,207360000,835210000,86259081220
260,90000,9,3.32,29.1,20,537.82,9,200,120,170,2400,91429.4,10756.4,400,14400,28900,289250.3524,8000,1728000,4913000,155564624.5,160000,207360000,835210000,83665766364
261,70000,8,3.32,29.1,40,419.44,13,160,90,140,3600,58721.6,16777.6,1600,8100,19600,175929.9136,64000,729000,2744000,73792042.96,2560000,65610000,384160000,30951334499
262,60000,8,3.32,29.1,40,467.74,27,160,90,140,3600,65483.6,18709.6,1600,8100,19600,218780.7076,64000,729000,2744000,102332488.2,2560000,65610000,384160000,47864998018
263,65000,8,3.32,29.1,45,465.28,30,160,90,140,4050,65139.2,20937.6,2025,8100,19600,216485.4784,91125,729000,2744000,100726363.4,4100625,65610000,384160000,46865962358
264,80000,7,3.32,29.1,30,496.23,28,180,90,140,2700,69472.2,14886.9,900,8100,19600,246244.2129,27000,729000,2744000,122193765.8,810000,65610000,384160000,60636212387
265,55000,6,3.32,29.1,40,578.36,35,140,90,140,3600,80970.4,23134.4,1600,8100,19600,334500.2896,64000,729000,2744000,193461587.5,2560000,65610000,384160000,1.12E+11
266,80000,7,3.32,29.1,30,578.02,21,180,90,140,2700,80922.8,17340.6,900,8100,19600,334107.1204,27000,729000,2744000,193120597.7,810000,65610000,384160000,1.12E+11
