ID,Household income,Household size,Rainfall,Ave temp dry,Travel time,Shortest distance,Height diff,Volume per day wet,Amount spent,Willingness to pay,tA,Wd,td,t2,A2,W2,d2,t3,A3,W3,d3,t4,A4,W4,d4,t5,A5,W5,d5
620,45000,6,2.5,29.1,40,421.23,8,140,285,330,11400,139005.9,16849.2,1600,81225,108900,177434.7129,64000,23149125,35937000,74740824.11,2560000,6597500625,11859210000,31483077342,102400000,1.88029E+12,3.91354E+12,1.32616E+13
621,45000,9,2.5,29.1,35,345.01,6,140,120,170,4200,58651.7,12075.35,1225,14400,28900,119031.9001,42875,1728000,4913000,41067195.85,1500625,207360000,835210000,14168593241,52521875,24883200000,1.41986E+11,4.88831E+12
622,60000,7,2.5,29.1,30,308.52,4,180,240,290,7200,89470.8,9255.6,900,57600,84100,95184.5904,27000,13824000,24389000,29366349.83,810000,3317760000,7072810000,9060106250,24300000,7.96262E+11,2.05111E+12,2.79522E+12
623,105000,7,2.5,29.1,20,401.4,8,200,645,400,12900,160560,8028,400,416025,160000,161121.96,8000,268336125,64000000,64674354.74,160000,1.73077E+11,25600000000,25960285994,3200000,1.11635E+14,1.024E+13,1.04205E+13
624,55000,6,2.5,29.1,40,326.7,8,140,285,330,11400,107811,13068,1600,81225,108900,106732.89,64000,23149125,35937000,34869635.16,2560000,6597500625,11859210000,11391909808,102400000,1.88029E+12,3.91354E+12,3.72174E+12
625,50000,7,2.5,29.1,50,417.54,9,120,165,210,8250,87683.4,20877,2500,27225,44100,174339.6516,125000,4492125,9261000,72793778.13,6250000,741200625,1944810000,30394314120,312500000,1.22298E+11,4.0841E+11,1.26908E+13
626,105000,7,2.5,29.1,20,127,3,220,645,400,12900,50800,2540,400,416025,160000,16129,8000,268336125,64000000,2048383,160000,1.73077E+11,25600000000,260144641,3200000,1.11635E+14,1.024E+13,33038369407
627,50000,7,2.5,29.1,50,36.24,1,120,165,210,8250,7610.4,1812,2500,27225,44100,1313.3376,125000,4492125,9261000,47595.35462,6250000,741200625,1944810000,1724855.652,312500000,1.22298E+11,4.0841E+11,62508768.81
628,70000,8,2.5,29.1,40,103.09,2,160,165,210,6600,21648.9,4123.6,1600,27225,44100,10627.5481,64000,4492125,9261000,1095593.934,2560000,741200625,1944810000,112944778.6,102400000,1.22298E+11,4.0841E+11,11643477228
629,40000,7,2.5,29.1,60,189.31,6,100,120,170,7200,32182.7,11358.6,3600,14400,28900,35838.2761,216000,1728000,4913000,6784544.048,12960000,207360000,835210000,1284382034,777600000,24883200000,1.41986E+11,2.43146E+11
630,80000,7,2.5,29.1,30,200.46,5,180,285,330,8550,66151.8,6013.8,900,81225,108900,40184.2116,27000,23149125,35937000,8055327.057,810000,6597500625,11859210000,1614770862,24300000,1.88029E+12,3.91354E+12,3.23697E+11
631,90000,9,2.5,29.1,20,175.82,5,200,405,450,8100,79119,3516.4,400,164025,202500,30912.6724,8000,66430125,91125000,5435066.061,160000,26904200625,41006250000,955593314.9,3200000,1.08962E+13,1.84528E+13,1.68012E+11
632,100000,6,2.5,29.1,20,94.83,0,220,840,550,16800,52156.5,1896.6,400,705600,302500,8992.7289,8000,592704000,166375000,852780.4816,160000,4.97871E+11,91506250000,80869173.07,3200000,4.18212E+14,5.03284E+13,7668823682
633,55000,6,2.5,29.1,40,50.16,2,140,285,330,11400,16552.8,2006.4,1600,81225,108900,2516.0256,64000,23149125,35937000,126203.8441,2560000,6597500625,11859210000,6330384.82,102400000,1.88029E+12,3.91354E+12,317532102.6
634,50000,7,2.5,29.1,30,83.76,2,180,285,330,8550,27640.8,2512.8,900,81225,108900,7015.7376,27000,23149125,35937000,587638.1814,810000,6597500625,11859210000,49220574.07,24300000,1.88029E+12,3.91354E+12,4122715284
635,80000,7,2.5,29.1,30,57.94,0,180,285,330,8550,19120.2,1738.2,900,81225,108900,3357.0436,27000,23149125,35937000,194507.1062,810000,6597500625,11859210000,11269741.73,24300000,1.88029E+12,3.91354E+12,652968836
636,80000,9,2.5,29.1,20,131.03,1,200,330,380,6600,49791.4,2620.6,400,108900,144400,17168.8609,8000,35937000,54872000,2249635.844,160000,11859210000,20851360000,294769784.6,3200000,3.91354E+12,7.92352E+12,38623684877
637,80000,6,2.5,29.1,20,143.89,3,200,765,280,15300,40289.2,2877.8,400,585225,78400,20704.3321,8000,447697125,21952000,2979146.346,160000,3.42488E+11,6146560000,428669367.7,3200000,2.62004E+14,1.72104E+12,61681235319
638,80000,6,2.5,29.1,40,167.29,6,140,285,330,11400,55205.7,6691.6,1600,81225,108900,27985.9441,64000,23149125,35937000,4681768.588,2560000,6597500625,11859210000,783213067.2,102400000,1.88029E+12,3.91354E+12,1.31024E+11
639,80000,7,2.5,29.1,30,124.33,2,180,285,330,8550,41028.9,3729.9,900,81225,108900,15457.9489,27000,23149125,35937000,1921886.787,810000,6597500625,11859210000,238948184.2,24300000,1.88029E+12,3.91354E+12,29708427741
640,80000,8,2.5,29.1,40,64.5,2,160,165,210,6600,13545,2580,1600,27225,44100,4160.25,64000,4492125,9261000,268336.125,2560000,741200625,1944810000,17307680.06,102400000,1.22298E+11,4.0841E+11,1116345364
641,80000,9,2.5,29.1,20,23,1,200,330,380,6600,8740,460,400,108900,144400,529,8000,35937000,54872000,12167,160000,11859210000,20851360000,279841,3200000,3.91354E+12,7.92352E+12,6436343
642,80000,8,2.5,29.1,40,136.74,0,160,165,210,6600,28715.4,5469.6,1600,27225,44100,18697.8276,64000,4492125,9261000,2556740.946,2560000,741200625,1944810000,349608757,102400000,1.22298E+11,4.0841E+11,47805501427
643,60000,6,2.5,29.1,40,224.61,1,140,285,330,11400,74121.3,8984.4,1600,81225,108900,50449.6521,64000,23149125,35937000,11331496.36,2560000,6597500625,11859210000,2545167397,102400000,1.88029E+12,3.91354E+12,5.7167E+11
644,60000,6,2.5,29.1,40,434.95,8,140,285,330,11400,143533.5,17398,1600,81225,108900,189181.5025,64000,23149125,35937000,82284494.51,2560000,6597500625,11859210000,35789640888,102400000,1.88029E+12,3.91354E+12,1.55667E+13
645,105000,9,2.5,29.1,20,446.16,1,200,330,380,6600,169540.8,8923.2,400,108900,144400,199058.7456,8000,35937000,54872000,88812049.94,160000,11859210000,20851360000,39624384200,3200000,3.91354E+12,7.92352E+12,1.76788E+13
646,95000,9,2.5,29.1,20,586.78,5,220,330,380,6600,222976.4,11735.6,400,108900,144400,344310.7684,8000,35937000,54872000,202034672.7,160000,11859210000,20851360000,1.1855E+11,3200000,3.91354E+12,7.92352E+12,6.95627E+13
647,45000,6,2.5,29.1,40,485.49,3,140,285,330,11400,160211.7,19419.6,1600,81225,108900,235700.5401,64000,23149125,35937000,114430255.2,2560000,6597500625,11859210000,55554744603,102400000,1.88029E+12,3.91354E+12,2.69713E+13
648,45000,6,2.5,29.1,40,137.41,0,140,285,330,11400,45345.3,5496.4,1600,81225,108900,18881.5081,64000,23149125,35937000,2594508.028,2560000,6597500625,11859210000,356511348.1,102400000,1.88029E+12,3.91354E+12,48988224347
649,50000,9,2.5,29.1,40,207.52,1,140,120,170,4800,35278.4,8300.8,1600,14400,28900,43064.5504,64000,1728000,4913000,8936755.499,2560000,207360000,835210000,1854555501,102400000,24883200000,1.41986E+11,3.84857E+11
650,105000,7,2.5,29.1,20,148.22,0,200,645,400,12900,59288,2964.4,400,416025,160000,21969.1684,8000,268336125,64000000,3256270.14,160000,1.73077E+11,25600000000,482644360.2,3200000,1.11635E+14,1.024E+13,71537547067
651,100000,6,2.5,29.1,20,135.03,3,220,720,380,14400,51311.4,2700.6,400,518400,144400,18233.1009,8000,373248000,54872000,2462015.615,160000,2.68739E+11,20851360000,332445968.4,3200000,1.93492E+14,7.92352E+12,44890179117
652,65000,8,2.5,29.1,20,234.05,4,160,450,500,9000,117025,4681,400,202500,250000,54779.4025,8000,91125000,125000000,12821119.16,160000,41006250000,62500000000,3000782938,3200000,1.84528E+13,3.125E+13,7.02333E+11
653,100000,7,2.5,29.1,30,85.23,1,180,285,330,8550,28125.9,2556.9,900,81225,108900,7264.1529,27000,23149125,35937000,619123.7517,810000,6597500625,11859210000,52767917.35,24300000,1.88029E+12,3.91354E+12,4497409596
654,105000,9,2.5,29.1,20,154.39,3,200,330,380,6600,58668.2,3087.8,400,108900,144400,23836.2721,8000,35937000,54872000,3680082.05,160000,11859210000,20851360000,568167867.6,3200000,3.91354E+12,7.92352E+12,87719437083
655,40000,7,2.5,29.1,60,254.33,7,100,120,170,7200,43236.1,15259.8,3600,14400,28900,64683.7489,216000,1728000,4913000,16451017.86,12960000,207360000,835210000,4183987372,777600000,24883200000,1.41986E+11,1.06411E+12
656,80000,7,2.5,29.1,30,245.8,7,180,285,330,8550,81114,7374,900,81225,108900,60417.64,27000,23149125,35937000,14850655.91,810000,6597500625,11859210000,3650291223,24300000,1.88029E+12,3.91354E+12,8.97242E+11
657,105000,9,2.5,29.1,20,254.47,5,200,360,410,7200,104332.7,5089.4,400,129600,168100,64754.9809,8000,46656000,68921000,16478199.99,160000,16796160000,28257610000,4193207551,3200000,6.04662E+12,1.15856E+13,1.06705E+12
658,65000,8,2.5,29.1,40,327.07,3,160,165,210,6600,68684.7,13082.8,1600,27225,44100,106974.7849,64000,4492125,9261000,34988242.9,2560000,741200625,1944810000,11443604604,102400000,1.22298E+11,4.0841E+11,3.74286E+12
659,65000,8,2.5,29.1,40,308.87,2,160,165,210,6600,64862.7,12354.8,1600,27225,44100,95400.6769,64000,4492125,9261000,29466407.07,2560000,741200625,1944810000,9101289153,102400000,1.22298E+11,4.0841E+11,2.81112E+12
660,65000,8,2.5,29.1,20,364.97,4,140,450,500,9000,182485,7299.4,400,202500,250000,133203.1009,8000,91125000,125000000,48615135.74,160000,41006250000,62500000000,17743066089,3200000,1.84528E+13,3.125E+13,6.47569E+12
661,65000,9,2.5,29.1,20,382.93,4,200,330,380,6600,145513.4,7658.6,400,108900,144400,146635.3849,8000,35937000,54872000,56151087.94,160000,11859210000,20851360000,21501936105,3200000,3.91354E+12,7.92352E+12,8.23374E+12
662,65000,7,2.5,29.1,50,339.04,2,120,165,210,8250,71198.4,16952,2500,27225,44100,114948.1216,125000,4492125,9261000,38972011.15,6250000,741200625,1944810000,13213070659,312500000,1.22298E+11,4.0841E+11,4.47976E+12
663,65000,6,2.5,29.1,40,234.48,3,140,285,330,11400,77378.4,9379.2,1600,81225,108900,54980.8704,64000,23149125,35937000,12891914.49,2560000,6597500625,11859210000,3022896110,102400000,1.88029E+12,3.91354E+12,7.08809E+11
664,65000,9,2.5,29.1,20,92.02,2,200,330,380,6600,34967.6,1840.4,400,108900,144400,8467.6804,8000,35937000,54872000,779195.9504,160000,11859210000,20851360000,71701611.36,3200000,3.91354E+12,7.92352E+12,6597982277
665,65000,7,2.5,29.1,30,156.32,3,180,285,330,8550,51585.6,4689.6,900,81225,108900,24435.9424,27000,23149125,35937000,3819826.516,810000,6597500625,11859210000,597115281,24300000,1.88029E+12,3.91354E+12,93341060722
666,100000,9,2.5,29.1,20,71.17,1,220,330,380,6600,27044.6,1423.4,400,108900,144400,5065.1689,8000,35937000,54872000,360488.0706,160000,11859210000,20851360000,25655935.99,3200000,3.91354E+12,7.92352E+12,1825932964
667,55000,9,2.5,29.1,20,155.79,8,200,360,410,7200,63873.9,3115.8,400,129600,168100,24270.5241,8000,46656000,68921000,3781104.95,160000,16796160000,28257610000,589058340.1,3200000,6.04662E+12,1.15856E+13,91769398802
668,100000,9,2.5,29.1,20,89.84,3,220,360,410,7200,36834.4,1796.8,400,129600,168100,8071.2256,8000,46656000,68921000,725118.9079,160000,16796160000,28257610000,65144682.69,3200000,6.04662E+12,1.15856E+13,5852598293
669,75000,7,2.5,29.1,30,137.75,4,180,285,330,8550,45457.5,4132.5,900,81225,108900,18975.0625,27000,23149125,35937000,2613814.859,810000,6597500625,11859210000,360052996.9,24300000,1.88029E+12,3.91354E+12,49597300320
670,80000,7,2.5,29.1,30,180.25,4,180,285,330,8550,59482.5,5407.5,900,81225,108900,32490.0625,27000,23149125,35937000,5856333.766,810000,6597500625,11859210000,1055604161,24300000,1.88029E+12,3.91354E+12,1.90273E+11
671,105000,9,2.5,29.1,20,259.33,8,200,330,380,6600,98545.4,5186.6,400,108900,144400,67252.0489,8000,35937000,54872000,17440473.84,160000,11859210000,20851360000,4522838081,3200000,3.91354E+12,7.92352E+12,1.17291E+12
672,95000,9,2.5,29.1,20,336.03,9,200,360,410,7200,137772.3,6720.6,400,129600,168100,112916.1609,8000,46656000,68921000,37943217.55,160000,16796160000,28257610000,12750059392,3200000,6.04662E+12,1.15856E+13,4.2844E+12
673,75000,7,2.5,29.1,30,106.98,0,180,285,330,8550,35303.4,3209.4,900,81225,108900,11444.7204,27000,23149125,35937000,1224356.188,810000,6597500625,11859210000,130981625,24300000,1.88029E+12,3.91354E+12,14012414246
674,40000,7,2.5,29.1,60,211.48,6,100,120,170,7200,35951.6,12688.8,3600,14400,28900,44723.7904,216000,1728000,4913000,9458187.194,12960000,207360000,835210000,2000217428,777600000,24883200000,1.41986E+11,4.23006E+11
675,70000,9,2.5,29.1,20,322.91,13,200,360,410,7200,132393.1,6458.2,400,129600,168100,104270.8681,8000,46656000,68921000,33670106.02,160000,16796160000,28257610000,10872413934,3200000,6.04662E+12,1.15856E+13,3.51081E+12
676,40000,7,2.5,29.1,60,297.43,4,100,120,170,7200,50563.1,17845.8,3600,14400,28900,88464.6049,216000,1728000,4913000,26312027.44,12960000,207360000,835210000,7825986320,777600000,24883200000,1.41986E+11,2.32768E+12
677,70000,8,2.5,29.1,40,375.95,6,160,165,210,6600,78949.5,15038,1600,27225,44100,141338.4025,64000,4492125,9261000,53136172.42,2560000,741200625,1944810000,19976544021,102400000,1.22298E+11,4.0841E+11,7.51018E+12
678,105000,9,2.5,29.1,20,252.17,3,200,330,380,6600,95824.6,5043.4,400,108900,144400,63589.7089,8000,35937000,54872000,16035416.89,160000,11859210000,20851360000,4043651078,3200000,3.91354E+12,7.92352E+12,1.01969E+12
679,50000,7,2.5,29.1,50,406.12,8,120,165,210,8250,85285.2,20306,2500,27225,44100,164933.4544,125000,4492125,9261000,66982774.5,6250000,741200625,1944810000,27203044380,312500000,1.22298E+11,4.0841E+11,1.10477E+13
680,65000,8,2.5,29.1,50,418.08,8,160,165,210,8250,87796.8,20904,2500,27225,44100,174790.8864,125000,4492125,9261000,73076573.79,6250000,741200625,1944810000,30551853968,312500000,1.22298E+11,4.0841E+11,1.27731E+13
681,95000,9,2.5,29.1,20,378.08,13,200,330,380,6600,143670.4,7561.6,400,108900,144400,142944.4864,8000,35937000,54872000,54044451.42,160000,11859210000,20851360000,20433126192,3200000,3.91354E+12,7.92352E+12,7.72536E+12
682,40000,6,2.5,29.1,40,388.6,5,140,285,330,11400,128238,15544,1600,81225,108900,151009.96,64000,23149125,35937000,58682470.46,2560000,6597500625,11859210000,22804008019,102400000,1.88029E+12,3.91354E+12,8.86164E+12
683,70000,8,2.5,29.1,40,644.24,3,160,165,210,6600,135290.4,25769.6,1600,27225,44100,415045.1776,64000,4492125,9261000,267388705.2,2560000,741200625,1944810000,1.72262E+11,102400000,1.22298E+11,4.0841E+11,1.10978E+14
684,70000,9,2.5,29.1,20,619.08,0,200,330,380,6600,235250.4,12381.6,400,108900,144400,383260.0464,8000,35937000,54872000,237268629.5,160000,11859210000,20851360000,1.46888E+11,3200000,3.91354E+12,7.92352E+12,9.09356E+13
685,70000,9,2.5,29.1,35,421.46,5,200,210,260,7350,109579.6,14751.1,1225,44100,67600,177628.5316,42875,9261000,17576000,74863320.93,1500625,1944810000,4569760000,31551895238,52521875,4.0841E+11,1.18814E+12,1.32979E+13
686,70000,9,2.5,29.1,20,538.35,4,220,330,380,6600,204573,10767,400,108900,144400,289820.7225,8000,35937000,54872000,156024986,160000,11859210000,20851360000,83996051190,3200000,3.91354E+12,7.92352E+12,4.52193E+13
687,70000,9,2.5,29.1,20,531.98,9,200,360,410,7200,218111.8,10639.6,400,129600,168100,283002.7204,8000,46656000,68921000,150551787.2,160000,16796160000,28257610000,80090539754,3200000,6.04662E+12,1.15856E+13,4.26066E+13
688,70000,7,2.5,29.1,20,616.76,6,220,450,500,9000,308380,12335.2,400,202500,250000,380392.8976,8000,91125000,125000000,234611123.5,160000,41006250000,62500000000,1.44699E+11,3200000,1.84528E+13,3.125E+13,8.92444E+13
689,70000,8,2.5,29.1,40,736.77,1,160,165,210,6600,154721.7,29470.8,1600,27225,44100,542830.0329,64000,4492125,9261000,399940883.3,2560000,741200625,1944810000,2.94664E+11,102400000,1.22298E+11,4.0841E+11,2.171E+14
690,45000,6,2.5,29.1,40,640.86,15,140,285,330,11400,211483.8,25634.4,1600,81225,108900,410701.5396,64000,23149125,35937000,263202188.7,2560000,6597500625,11859210000,1.68676E+11,102400000,1.88029E+12,3.91354E+12,1.08098E+14
691,50000,7,2.5,29.1,50,401.31,15,120,165,210,8250,84275.1,20065.5,2500,27225,44100,161049.7161,125000,4492125,9261000,64630861.57,6250000,741200625,1944810000,25937011056,312500000,1.22298E+11,4.0841E+11,1.04088E+13
692,100000,6,2.5,29.1,20,434.63,8,220,690,500,13800,217315,8692.6,400,476100,250000,188903.2369,8000,328509000,125000000,82103013.85,160000,2.26671E+11,62500000000,35684432911,3200000,1.56403E+14,3.125E+13,1.55095E+13
693,40000,7,2.5,29.1,60,393.39,11,100,120,170,7200,66876.3,23603.4,3600,14400,28900,154755.6921,216000,1728000,4913000,60879341.72,12960000,207360000,835210000,23949324237,777600000,24883200000,1.41986E+11,9.42142E+12
694,70000,8,2.5,29.1,40,428.78,9,160,165,210,6600,90043.8,17151.2,1600,27225,44100,183852.2884,64000,4492125,9261000,78832184.22,2560000,741200625,1944810000,33801663950,102400000,1.22298E+11,4.0841E+11,1.44935E+13
695,50000,7,2.5,29.1,40,416.48,7,140,210,260,8400,108284.8,16659.2,1600,44100,67600,173455.5904,64000,9261000,17576000,72240784.29,2560000,1944810000,4569760000,30086841841,102400000,4.0841E+11,1.18814E+12,1.25306E+13
696,50000,7,2.5,29.1,50,482.9,13,120,165,210,8250,101409,24145,2500,27225,44100,233192.41,125000,4492125,9261000,112608614.8,6250000,741200625,1944810000,54378700082,312500000,1.22298E+11,4.0841E+11,2.62595E+13
697,50000,7,2.5,29.1,50,515.38,16,120,165,210,8250,108229.8,25769,2500,27225,44100,265616.5444,125000,4492125,9261000,136893454.7,6250000,741200625,1944810000,70552148659,312500000,1.22298E+11,4.0841E+11,3.63612E+13
698,45000,6,2.5,29.1,40,644.1,16,140,285,330,11400,212553,25764,1600,81225,108900,414864.81,64000,23149125,35937000,267214424.1,2560000,6597500625,11859210000,1.72113E+11,102400000,1.88029E+12,3.91354E+12,1.10858E+14
699,105000,6,2.5,29.1,20,560.29,14,200,690,500,13800,280145,11205.8,400,476100,250000,313924.8841,8000,328509000,125000000,175888973.3,160000,2.26671E+11,62500000000,98548832857,3200000,1.56403E+14,3.125E+13,5.52159E+13
700,85000,9,2.5,29.1,20,507.99,10,200,360,410,7200,208275.9,10159.8,400,129600,168100,258053.8401,8000,46656000,68921000,131088770.2,160000,16796160000,28257610000,66591784390,3200000,6.04662E+12,1.15856E+13,3.3828E+13
701,65000,8,2.5,29.1,40,39.96,1,160,165,210,6600,8391.6,1598.4,1600,27225,44100,1596.8016,64000,4492125,9261000,63808.19194,2560000,741200625,1944810000,2549775.35,102400000,1.22298E+11,4.0841E+11,101889023
702,60000,6,2.5,29.1,40,84.58,2,140,285,330,11400,27911.4,3383.2,1600,81225,108900,7153.7764,64000,23149125,35937000,605066.4079,2560000,6597500625,11859210000,51176516.78,102400000,1.88029E+12,3.91354E+12,4328509789
703,60000,7,2.5,29.1,30,130.18,2,180,285,330,8550,42959.4,3905.4,900,81225,108900,16946.8324,27000,23149125,35937000,2206138.642,810000,6597500625,11859210000,287195128.4,24300000,1.88029E+12,3.91354E+12,37387061814
704,60000,8,2.5,29.1,40,108.71,2,140,120,170,4800,18480.7,4348.4,1600,14400,28900,11817.8641,64000,1728000,4913000,1284720.006,2560000,207360000,835210000,139661911.9,102400000,24883200000,1.41986E+11,15182646441
705,60000,9,2.5,29.1,20,53.85,5,200,360,410,7200,22078.5,1077,400,129600,168100,2899.8225,8000,46656000,68921000,156155.4416,160000,16796160000,28257610000,8408970.532,3200000,6.04662E+12,1.15856E+13,452823063.1
706,60000,7,2.5,29.1,50,105.65,9,120,165,210,8250,22186.5,5282.5,2500,27225,44100,11161.9225,125000,4492125,9261000,1179257.112,6250000,741200625,1944810000,124588513.9,312500000,1.22298E+11,4.0841E+11,13162776493
707,60000,7,2.5,29.1,50,162.2,12,120,165,210,8250,34062,8110,2500,27225,44100,26308.84,125000,4492125,9261000,4267293.848,6250000,741200625,1944810000,692155062.1,312500000,1.22298E+11,4.0841E+11,1.12268E+11
708,60000,6,2.5,29.1,40,86.03,2,140,285,330,11400,28389.9,3441.2,1600,81225,108900,7401.1609,64000,23149125,35937000,636721.8722,2560000,6597500625,11859210000,54777182.67,102400000,1.88029E+12,3.91354E+12,4712481025
709,85000,9,2.5,29.1,20,171.35,7,200,360,410,7200,70253.5,3427,400,129600,168100,29360.8225,8000,46656000,68921000,5030976.935,160000,16796160000,28257610000,862057897.9,3200000,6.04662E+12,1.15856E+13,1.47714E+11
710,55000,9,2.5,29.1,20,173.42,4,220,360,410,7200,71102.2,3468.4,400,129600,168100,30074.4964,8000,46656000,68921000,5215519.166,160000,16796160000,28257610000,904475333.7,3200000,6.04662E+12,1.15856E+13,1.56854E+11
711,100000,9,2.5,29.1,20,194.1,2,220,360,410,7200,79581,3882,400,129600,168100,37674.81,8000,46656000,68921000,7312680.621,160000,16796160000,28257610000,1419391309,3200000,6.04662E+12,1.15856E+13,2.75504E+11
712,60000,6,2.5,29.1,40,241.66,7,140,285,330,11400,79747.8,9666.4,1600,81225,108900,58399.5556,64000,23149125,35937000,14112836.61,2560000,6597500625,11859210000,3410508094,102400000,1.88029E+12,3.91354E+12,8.24183E+11
713,90000,9,2.5,29.1,20,279.87,9,200,360,410,7200,114746.7,5597.4,400,129600,168100,78327.2169,8000,46656000,68921000,21921438.19,160000,16796160000,28257610000,6135152907,3200000,6.04662E+12,1.15856E+13,1.71705E+12
714,60000,6,2.5,29.1,50,194,5,140,285,330,14250,64020,9700,2500,81225,108900,37636,125000,23149125,35937000,7301384,6250000,6597500625,11859210000,1416468496,312500000,1.88029E+12,3.91354E+12,2.74795E+11
715,105000,9,2.5,29.1,20,258.7,8,200,330,380,6600,98306,5174,400,108900,144400,66925.69,8000,35937000,54872000,17313676,160000,11859210000,20851360000,4479047982,3200000,3.91354E+12,7.92352E+12,1.15873E+12
716,55000,9,2.5,29.1,20,189.74,5,200,330,380,6600,72101.2,3794.8,400,108900,144400,36001.2676,8000,35937000,54872000,6830880.514,160000,11859210000,20851360000,1296091269,3200000,3.91354E+12,7.92352E+12,2.4592E+11
717,90000,9,2.5,29.1,20,80.6,1,200,330,380,6600,30628,1612,400,108900,144400,6496.36,8000,35937000,54872000,523606.616,160000,11859210000,20851360000,42202693.25,3200000,3.91354E+12,7.92352E+12,3401537076
718,40000,6,2.5,29.1,40,35.13,1,140,285,330,11400,11592.9,1405.2,1600,81225,108900,1234.1169,64000,23149125,35937000,43354.5267,2560000,6597500625,11859210000,1523044.523,102400000,1.88029E+12,3.91354E+12,53504554.09
719,45000,6,2.5,29.1,40,110.32,1,140,285,330,11400,36405.6,4412.8,1600,81225,108900,12170.5024,64000,23149125,35937000,1342649.825,2560000,6597500625,11859210000,148121128.7,102400000,1.88029E+12,3.91354E+12,16340722915
720,45000,9,2.5,29.1,20,115.52,1,200,330,380,6600,43897.6,2310.4,400,108900,144400,13344.8704,8000,35937000,54872000,1541599.429,160000,11859210000,20851360000,178085566,3200000,3.91354E+12,7.92352E+12,20572444583
721,45000,7,2.5,29.1,30,165.68,4,180,285,330,8550,54674.4,4970.4,900,81225,108900,27449.8624,27000,23149125,35937000,4547893.202,810000,6597500625,11859210000,753494945.8,24300000,1.88029E+12,3.91354E+12,1.24839E+11
722,45000,7,2.5,29.1,60,263.22,2,100,120,170,7200,44747.4,15793.2,3600,14400,28900,69284.7684,216000,1728000,4913000,18237136.74,12960000,207360000,835210000,4800379132,777600000,24883200000,1.41986E+11,1.26356E+12
723,45000,7,2.5,29.1,20,312.29,4,220,525,480,10500,149899.2,6245.8,400,275625,230400,97525.0441,8000,144703125,110592000,30456096.02,160000,75969140625,53084160000,9511134227,3200000,3.98838E+13,2.54804E+13,2.97023E+12
724,45000,9,2.5,29.1,20,249.01,2,200,210,260,4200,64742.6,4980.2,400,44100,67600,62005.9801,8000,9261000,17576000,15440109.1,160000,1944810000,4569760000,3844741568,3200000,4.0841E+11,1.18814E+12,9.57379E+11
725,55000,6,2.5,29.1,60,259.12,3,140,210,260,12600,67371.2,15547.2,3600,44100,67600,67143.1744,216000,9261000,17576000,17398139.35,12960000,1944810000,4569760000,4508205869,777600000,4.0841E+11,1.18814E+12,1.16817E+12
726,70000,8,2.5,29.1,40,200.08,4,160,165,210,6600,42016.8,8003.2,1600,27225,44100,40032.0064,64000,4492125,9261000,8009603.841,2560000,741200625,1944810000,1602561536,102400000,1.22298E+11,4.0841E+11,3.20641E+11
727,75000,7,2.5,29.1,50,150.44,7,120,165,210,8250,31592.4,7522,2500,27225,44100,22632.1936,125000,4492125,9261000,3404787.205,6250000,741200625,1944810000,512216187.1,312500000,1.22298E+11,4.0841E+11,77057803195
728,60000,6,2.5,29.1,40,78.64,5,140,285,330,11400,25951.2,3145.6,1600,81225,108900,6184.2496,64000,23149125,35937000,486329.3885,2560000,6597500625,11859210000,38244943.12,102400000,1.88029E+12,3.91354E+12,3007582327
729,70000,8,2.5,29.1,40,244.14,2,160,165,210,6600,51269.4,9765.6,1600,27225,44100,59604.3396,64000,4492125,9261000,14551803.47,2560000,741200625,1944810000,3552677299,102400000,1.22298E+11,4.0841E+11,8.67351E+11
730,95000,9,2.5,29.1,20,269.22,0,200,360,410,7200,110380.2,5384.4,400,129600,168100,72479.4084,8000,46656000,68921000,19512906.33,160000,16796160000,28257610000,5253264642,3200000,6.04662E+12,1.15856E+13,1.41428E+12
731,95000,7,2.5,29.1,30,282.78,14,180,285,330,8550,93317.4,8483.4,900,81225,108900,79964.5284,27000,23149125,35937000,22612369.34,810000,6597500625,11859210000,6394325802,24300000,1.88029E+12,3.91354E+12,1.80819E+12
732,95000,7,2.5,29.1,30,339.24,0,180,285,330,8550,111949.2,10177.2,900,81225,108900,115083.7776,27000,23149125,35937000,39041020.71,810000,6597500625,11859210000,13244275867,24300000,1.88029E+12,3.91354E+12,4.49299E+12
733,40000,7,2.5,29.1,60,320.98,15,100,120,170,7200,54566.6,19258.8,3600,14400,28900,103028.1604,216000,1728000,4913000,33069978.93,12960000,207360000,835210000,10614801835,777600000,24883200000,1.41986E+11,3.40714E+12
734,60000,6,2.5,29.1,40,299.29,0,140,285,330,11400,98765.7,11971.6,1600,81225,108900,89574.5041,64000,23149125,35937000,26808753.33,2560000,6597500625,11859210000,8023591785,102400000,1.88029E+12,3.91354E+12,2.40138E+12
735,65000,8,2.5,29.1,40,300.2,8,160,165,210,6600,63042,12008,1600,27225,44100,90120.04,64000,4492125,9261000,27054036.01,2560000,741200625,1944810000,8121621610,102400000,1.22298E+11,4.0841E+11,2.43811E+12
736,40000,7,2.5,29.1,60,282.4,2,100,120,170,7200,48008,16944,3600,14400,28900,79749.76,216000,1728000,4913000,22521332.22,12960000,207360000,835210000,6360024220,777600000,24883200000,1.41986E+11,1.79607E+12
