ID,Household income,Household size,Rainfall,Ave temp wet,LST wet,Travel time,Shortest distance,Height diff,Volume per day wet,Amount spent,Willingness to pay
415,65000,8,306.69,28.4,38.16,40,163.62,0,160,330,380
416,50000,7,306.69,28.4,38.33,50,138.36,3,120,405,450
417,90000,9,306.69,28.4,38.61,20,213.04,2,200,210,260
418,40000,7,306.69,28.4,38.53,50,145.72,2,120,405,450
419,50000,7,306.69,28.4,38.78,50,256.45,2,120,330,380
420,50000,7,306.69,28.4,38.76,30,180.25,2,180,405,450
421,50000,7,306.69,28.4,38.81,20,214.46,1,200,360,410
422,50000,8,306.69,28.4,38.47,40,319.04,2,160,210,260
423,50000,9,306.69,28.4,38.22,20,311.67,8,220,165,210
424,50000,7,306.69,28.4,37.97,50,247.03,6,100,330,380
425,95000,9,306.69,28.4,37.71,20,145.5,1,200,210,260
426,65000,8,306.69,28.4,37.88,40,243.13,5,160,240,290
427,95000,9,306.69,28.4,38.69,20,277.12,3,200,210,260
428,100000,9,306.69,28.4,38.51,20,259.28,2,220,210,260
429,100000,6,306.69,28.4,38.47,40,223.83,1,140,480,300
430,100000,7,306.69,28.4,38.55,30,221.54,7,180,360,410
431,100000,6,306.69,28.4,38.86,40,254.95,6,140,450,500
432,100000,7,306.69,28.4,38.8,60,256.85,3,100,330,380
433,60000,6,306.69,28.4,38.95,40,304.61,2,140,450,500
434,70000,8,306.69,28.4,39.1,40,322.06,7,160,240,290
435,70000,8,306.69,28.4,38.87,35,318.11,5,160,240,290
436,90000,9,306.69,28.4,38.81,20,320.63,1,200,210,260
437,95000,9,306.69,28.4,38.86,20,256.73,4,200,240,290
438,105000,7,306.69,28.4,38.62,30,260.6,4,180,405,450
439,55000,6,306.69,28.4,38.6,40,318.02,3,140,450,500
440,55000,6,306.69,28.4,38.31,40,301.88,2,140,450,500
441,90000,9,306.69,28.4,38.38,20,234.06,2,200,240,290
442,45000,6,306.69,28.4,38.38,40,234.36,4,140,525,480
443,100000,7,306.69,28.4,38.69,20,132,1,220,525,480
444,60000,6,306.69,28.4,38.99,40,206.63,7,140,405,450
445,80000,9,306.69,28.4,38.98,20,138.22,4,200,330,380
446,85000,9,306.69,28.4,38.98,20,80.99,2,200,360,410
447,85000,7,306.69,28.4,38.82,60,26.17,0,100,600,450
448,85000,9,306.69,28.4,38.88,20,109.66,4,200,360,410
449,85000,6,306.69,28.4,38.94,20,174.52,9,200,690,500
450,85000,7,306.69,28.4,38.85,20,255.15,11,200,405,450
451,40000,7,306.69,28.4,38.72,60,297.06,11,100,405,450
452,105000,7,306.69,28.4,38.93,20,276.74,10,220,405,450
453,60000,6,306.69,28.4,38.66,40,261.28,9,140,525,480
454,55000,6,306.69,28.4,38.63,40,209.29,8,140,600,450
455,95000,9,306.69,28.4,38.72,20,238.03,6,200,285,330
456,95000,9,306.69,28.4,38.33,20,160.65,8,200,330,380
457,95000,7,306.69,28.4,38.28,20,152.07,6,220,480,300
458,95000,7,306.69,28.4,38.05,50,112.64,4,120,525,480
459,95000,6,306.69,28.4,38.38,40,177.19,4,140,645,400
460,95000,7,306.69,28.4,38.13,30,159.15,2,180,480,300
461,95000,6,306.69,28.4,37.95,40,97.59,2,140,765,280
462,90000,9,306.69,28.4,37.98,20,80.06,3,200,360,410
463,45000,6,306.69,28.4,37.63,40,70.01,1,140,810,550
464,85000,9,306.69,28.4,37.42,50,183.13,4,200,285,330
465,105000,7,306.69,28.4,37.42,20,116.71,4,200,525,480
466,105000,6,306.69,28.4,37.41,20,86.05,5,220,765,280
467,95000,9,306.69,28.4,37.36,20,46.53,3,200,405,450
468,65000,8,306.69,28.4,37.37,40,52.33,3,160,480,300
469,65000,8,306.69,28.4,37.9,40,70.72,4,160,480,300
470,50000,7,306.69,28.4,38.06,50,67.12,3,120,645,400
471,70000,8,306.69,28.4,38.23,40,141.82,4,160,360,410
472,80000,7,306.69,28.4,38.64,30,211.68,8,180,450,500
473,85000,7,306.69,28.4,38.52,20,221.62,10,180,450,500
474,95000,9,306.69,28.4,38.34,20,155.08,6,200,330,380
475,75000,7,306.69,28.4,38.49,30,248.6,11,180,450,500
476,50000,7,306.69,28.4,38.54,50,260.95,10,120,450,500
477,80000,7,306.69,28.4,38.8,30,297.67,10,180,405,450
478,45000,6,306.69,28.4,39.25,35,368.4,15,140,360,410
479,80000,7,306.69,28.4,38.67,30,315.36,11,180,285,330
480,85000,9,306.69,28.4,38.78,20,346.99,9,220,165,210
481,100000,7,306.69,28.4,38.47,20,317.16,10,220,240,290
482,105000,6,306.69,28.4,38.67,20,409.42,6,200,240,290
483,60000,6,306.69,28.4,39.18,40,461.86,7,140,210,260
484,105000,9,306.69,28.4,39.83,20,371.01,12,200,120,170
485,40000,7,306.69,28.4,39.63,35,398.42,12,100,240,290
486,55000,6,306.69,28.4,39.62,40,463.79,9,140,210,260
487,55000,7,306.69,28.4,38.98,30,308.15,12,180,285,330
488,55000,8,306.69,28.4,39.72,40,337.38,11,160,210,260
489,55000,7,306.69,28.4,39.73,50,324.49,9,120,240,290
490,55000,9,306.69,28.4,39.35,20,270.65,7,200,240,290
491,55000,9,306.69,28.4,39.03,20,180.23,7,200,285,330
492,55000,9,306.69,28.4,39.34,20,391.76,6,200,165,210
493,75000,7,306.69,28.4,39.23,30,322.41,6,180,285,330
494,55000,6,306.69,28.4,39.2,40,337,4,140,360,410
495,85000,9,306.69,28.4,39.25,35,319.9,3,200,165,210
496,90000,9,306.69,28.4,39.22,20,253.51,3,200,285,330
497,90000,9,306.69,28.4,39.12,20,229.11,4,220,285,330
498,90000,7,306.69,28.4,39.23,30,177.55,5,180,480,300
499,90000,7,306.69,28.4,38.89,50,106.47,3,120,525,480
500,90000,9,306.69,28.4,38.6,20,77.01,4,200,360,410
501,105000,7,306.69,28.4,39.18,30,87.09,0,180,570,280
502,80000,9,306.69,28.4,39.01,20,202.25,5,220,240,290
503,60000,6,306.69,28.4,38.12,40,303.64,11,140,360,410
504,100000,6,306.69,28.4,38.69,20,241.25,11,220,600,450
505,100000,7,306.69,28.4,39.52,20,116.1,0,220,480,300
506,50000,7,306.69,28.4,39.32,50,142.04,2,120,480,300
507,70000,8,306.69,28.4,39.13,40,160.8,5,160,360,410
508,55000,6,306.69,28.4,39.8,40,169.12,2,140,600,450
509,55000,8,306.69,28.4,39.82,40,115.69,5,160,360,410
510,80000,7,306.69,28.4,40.4,30,126.15,3,180,480,300
511,90000,9,306.69,28.4,39.7,20,213.46,16,200,285,330
512,75000,7,306.69,28.4,40.39,30,104,3,180,480,300
513,75000,7,306.69,28.4,39.56,30,212.21,16,180,450,500
514,95000,7,306.69,28.4,40.75,30,76.69,0,180,525,480
515,55000,6,306.69,28.4,40.32,40,99.01,0,140,690,500
516,85000,9,306.69,28.4,40.02,20,260,2,200,285,330
517,70000,8,306.69,28.4,40.6,40,46.01,4,160,480,300
518,70000,8,306.69,28.4,40.62,40,105.91,9,160,360,410
519,90000,9,306.69,28.4,40.44,20,129.99,4,200,285,330
520,50000,6,306.69,28.4,40.05,40,151.17,2,140,600,450
521,55000,7,306.69,28.4,40.76,40,78.6,2,140,570,280
522,95000,9,306.69,28.4,40.64,20,148.5,1,200,285,330
523,80000,7,306.69,28.4,40.52,30,158.9,6,180,450,500
524,95000,9,306.69,28.4,40.38,20,208.24,11,200,240,290
525,55000,6,306.69,28.4,40.39,40,99.41,0,140,720,380
526,40000,7,306.69,28.4,40.65,60,160.25,0,100,450,500
527,105000,9,306.69,28.4,40.29,20,220.51,5,200,240,290
528,90000,9,306.69,28.4,40.54,20,149.91,3,200,285,330
529,40000,7,306.69,28.4,40.34,60,78.23,1,100,570,280
530,100000,9,306.69,28.4,40.56,35,47.17,1,220,405,450
531,65000,8,306.69,28.4,39.84,40,147.96,3,160,330,380
532,65000,8,306.69,28.4,38.31,40,87.37,5,140,450,500
533,65000,6,306.69,28.4,38.52,20,89.27,1,200,765,280
534,65000,7,306.69,28.4,39.29,30,208.89,6,180,405,450
535,65000,9,306.69,28.4,38.3,50,213.78,4,200,240,290
536,80000,7,306.69,28.4,38.43,30,229.31,6,180,360,410
537,90000,9,306.69,28.4,39.01,20,152.74,3,200,285,330
538,95000,9,306.69,28.4,38.49,20,185.98,2,200,240,290
539,100000,7,306.69,28.4,38.54,20,143.68,2,220,450,500
540,95000,9,306.69,28.4,38.27,20,88.51,1,200,360,410
541,95000,6,306.69,28.4,38.5,40,126.57,1,140,600,450
542,95000,7,306.69,28.4,39.09,30,295.1,6,180,450,500
543,95000,7,306.69,28.4,39.74,60,202.06,5,100,450,500
544,100000,7,306.69,28.4,39.01,20,295.43,7,220,405,450
545,40000,7,306.69,28.4,38.8,60,310.11,1,100,360,410
546,60000,6,306.69,28.4,38.88,40,233.14,3,140,600,450
547,50000,7,306.69,28.4,39.71,50,187.78,3,120,450,500
548,50000,7,306.69,28.4,38.21,50,308.1,5,120,285,330
549,90000,9,306.69,28.4,38.41,20,344.48,4,200,165,210
550,55000,6,306.69,28.4,38.84,40,339.53,0,140,360,410
551,55000,6,306.69,28.4,38.85,40,304.31,1,140,360,410
552,55000,8,306.69,28.4,39.45,40,204.79,3,160,285,330
553,55000,9,306.69,28.4,38.5,20,290.72,6,200,210,260
554,55000,7,306.69,28.4,39.2,30,132.7,3,180,450,500
555,55000,6,306.69,28.4,39.46,40,121.75,1,140,600,450
556,55000,7,306.69,28.4,38.97,30,195.01,3,180,360,410
557,55000,7,306.69,28.4,39.24,50,149.6,0,120,360,410
558,60000,6,306.69,28.4,38.3,40,410.67,5,140,285,330
559,85000,9,306.69,28.4,38.82,20,320.65,6,200,165,210
560,90000,9,306.69,28.4,38.64,20,406.23,9,200,90,140
561,100000,7,306.69,28.4,38.12,30,546.36,7,180,165,210
562,55000,6,306.69,28.4,40.1,40,60.21,2,140,765,280
563,65000,8,306.69,28.4,40.59,40,73.35,3,160,405,450
564,85000,6,306.69,28.4,39.86,40,113.15,6,140,600,450
565,105000,7,306.69,28.4,40.65,20,81.22,4,200,570,280
566,75000,7,306.69,28.4,40.25,30,80.75,3,180,570,280
567,90000,9,306.69,28.4,39.19,20,229.03,6,200,285,330
568,55000,6,306.69,28.4,38.28,40,471.35,10,140,285,330
569,70000,8,306.69,28.4,38.95,35,390.93,5,160,120,170
570,70000,8,306.69,28.4,38.43,40,429.75,11,160,120,170
571,40000,7,306.69,28.4,39.24,60,312.82,3,100,285,330
572,55000,7,306.69,28.4,38.41,30,319.86,10,180,285,330
573,70000,8,306.69,28.4,39.31,40,481.27,8,160,120,170
574,80000,7,306.69,28.4,39.55,30,373.61,7,180,210,260
575,75000,7,306.69,28.4,39.66,30,152.08,2,180,450,500
576,105000,7,306.69,28.4,40.35,20,178.19,7,200,405,450
577,80000,7,306.69,28.4,39.86,30,240.05,8,180,405,450
578,95000,8,306.69,28.4,39.81,40,262.49,6,160,285,330
579,70000,8,306.69,28.4,39.88,40,394.87,9,160,165,210
580,50000,7,306.69,28.4,39.57,50,365.17,1,120,210,260
581,65000,8,306.69,28.4,38.28,45,183.36,4,160,360,410
582,95000,9,306.69,28.4,38.11,20,227.27,5,200,285,330
583,90000,9,306.69,28.4,37.93,20,253.12,4,200,240,290
584,95000,6,306.69,28.4,38.41,40,86.93,0,140,765,280
585,45000,6,306.69,28.4,36.71,40,90.43,5,140,720,380
586,60000,6,306.69,28.4,36.97,40,174.18,4,140,600,450
587,80000,7,306.69,28.4,37.2,30,217.86,9,180,450,500
588,85000,9,306.69,28.4,37.12,20,280.06,11,200,240,290
589,60000,6,306.69,28.4,38.37,40,168.05,1,140,570,280
590,85000,6,306.69,28.4,38.02,40,336.01,7,140,360,410
591,60000,6,306.69,28.4,36.89,40,391.66,11,140,285,330
592,60000,6,306.69,28.4,37.44,40,470.12,7,140,285,330
593,60000,6,306.69,28.4,38.25,40,505.18,5,140,210,260
594,60000,8,306.69,28.4,37.89,40,523.07,4,160,90,140
595,60000,7,306.69,28.4,37.3,60,419,12,100,165,210
596,60000,8,306.69,28.4,37.07,40,507.63,17,160,120,170
597,60000,8,306.69,28.4,38.34,40,348.3,8,160,165,210
598,60000,7,306.69,28.4,37.26,30,345.61,2,180,240,290
599,65000,8,306.69,28.4,37.43,40,274.9,1,160,285,330
600,65000,8,306.69,28.4,37.56,40,167.6,3,160,360,410
601,95000,9,306.69,28.4,37.41,20,292.36,3,200,240,290
602,95000,9,306.69,28.4,35.66,20,383.94,5,200,120,170
603,95000,9,306.69,28.4,37.08,20,357.19,12,220,120,170
604,70000,8,306.69,28.4,37.59,40,291.78,6,160,285,330
605,70000,7,306.69,28.4,37.95,30,367.35,8,180,210,260
606,65000,8,306.69,28.4,38.14,40,253.65,6,160,165,210
607,90000,9,306.69,28.4,37.54,20,281.83,3,200,120,170
608,90000,9,306.69,28.4,38.23,20,273.75,5,200,120,170
609,40000,7,306.69,28.4,38.21,60,300.83,10,100,165,210
610,105000,7,306.69,28.4,38.11,50,349.21,5,200,165,210
611,40000,7,306.69,28.4,37.97,60,426.48,4,100,120,170
612,80000,7,306.69,28.4,37.82,30,429.36,4,180,120,170
613,95000,6,306.69,28.4,37.94,40,392.21,12,140,210,260
614,50000,7,306.69,28.4,37.4,50,342.53,4,120,165,210
615,45000,7,306.69,28.4,37.78,40,391.09,10,140,120,170
616,40000,7,306.69,28.4,38.27,60,278.71,0,100,210,260
617,90000,9,306.69,28.4,38.16,20,212.95,5,200,120,170
618,45000,6,306.69,28.4,37.87,40,278.63,5,140,285,330
619,60000,9,306.69,28.4,37.76,20,323.54,4,200,120,170
620,45000,6,306.69,28.4,37.82,40,421.23,8,140,285,330
621,45000,9,306.69,28.4,38.04,35,345.01,6,140,120,170
622,60000,7,306.69,28.4,37.68,30,308.52,4,180,240,290
623,105000,7,306.69,28.4,37.84,20,401.4,8,200,645,400
624,55000,6,306.69,28.4,38.06,40,326.7,8,140,285,330
625,50000,7,306.69,28.4,37.71,50,417.54,9,120,165,210
626,105000,7,306.69,28.4,37.48,20,127,3,220,645,400
627,50000,7,306.69,28.4,38.3,50,36.24,1,120,165,210
628,70000,8,306.69,28.4,38.25,40,103.09,2,160,165,210
629,40000,7,306.69,28.4,39.71,60,189.31,6,100,120,170
630,80000,7,306.69,28.4,39.76,30,200.46,5,180,285,330
631,90000,9,306.69,28.4,39.47,20,175.82,5,200,405,450
632,100000,6,306.69,28.4,39.09,20,94.83,0,220,840,550
633,55000,6,306.69,28.4,39.6,40,50.16,2,140,285,330
634,50000,7,306.69,28.4,38.46,30,83.76,2,180,285,330
635,80000,7,306.69,28.4,38.43,30,57.94,0,180,285,330
636,80000,9,306.69,28.4,39.05,20,131.03,1,200,330,380
637,80000,6,306.69,28.4,39.47,20,143.89,3,200,765,280
638,80000,6,306.69,28.4,39.31,40,167.29,6,140,285,330
639,80000,7,306.69,28.4,39.62,30,124.33,2,180,285,330
640,80000,8,306.69,28.4,38.06,40,64.5,2,160,165,210
641,80000,9,306.69,28.4,38.19,20,23,1,200,330,380
642,80000,8,306.69,28.4,39.23,40,136.74,0,160,165,210
643,60000,6,306.69,28.4,39.25,40,224.61,1,140,285,330
644,60000,6,306.69,28.4,37.89,40,434.95,8,140,285,330
645,105000,9,306.69,28.4,38.42,20,446.16,1,200,330,380
646,95000,9,306.69,28.4,38,20,586.78,5,220,330,380
647,45000,6,306.69,28.4,38.62,40,485.49,3,140,285,330
648,45000,6,306.69,28.4,37.31,40,137.41,0,140,285,330
649,50000,9,306.69,28.4,37.36,40,207.52,1,140,120,170
650,105000,7,306.69,28.4,37.72,20,148.22,0,200,645,400
651,100000,6,306.69,28.4,38.57,20,135.03,3,220,720,380
652,65000,8,306.69,28.4,38.87,20,234.05,4,160,450,500
653,100000,7,306.69,28.4,38.99,30,85.23,1,180,285,330
654,105000,9,306.69,28.4,38.81,20,154.39,3,200,330,380
655,40000,7,306.69,28.4,39.04,60,254.33,7,100,120,170
656,80000,7,306.69,28.4,39.16,30,245.8,7,180,285,330
657,105000,9,306.69,28.4,38.32,20,254.47,5,200,360,410
658,65000,8,306.69,28.4,38.12,40,327.07,3,160,165,210
659,65000,8,306.69,28.4,38.8,40,308.87,2,160,165,210
660,65000,8,306.69,28.4,38.92,20,364.97,4,140,450,500
661,65000,9,306.69,28.4,39.13,20,382.93,4,200,330,380
662,65000,7,306.69,28.4,38.36,50,339.04,2,120,165,210
663,65000,6,306.69,28.4,38.11,40,234.48,3,140,285,330
664,65000,9,306.69,28.4,39.16,20,92.02,2,200,330,380
665,65000,7,306.69,28.4,38.52,30,156.32,3,180,285,330
666,100000,9,306.69,28.4,38.76,20,71.17,1,220,330,380
667,55000,9,306.69,28.4,38.1,20,155.79,8,200,360,410
668,100000,9,306.69,28.4,38.82,20,89.84,3,220,360,410
669,75000,7,306.69,28.4,39.06,30,137.75,4,180,285,330
670,80000,7,306.69,28.4,39.24,30,180.25,4,180,285,330
671,105000,9,306.69,28.4,38.18,20,259.33,8,200,330,380
672,95000,9,306.69,28.4,37.84,20,336.03,9,200,360,410
673,75000,7,306.69,28.4,39.32,30,106.98,0,180,285,330
674,40000,7,306.69,28.4,38.42,60,211.48,6,100,120,170
675,70000,9,306.69,28.4,38.01,20,322.91,13,200,360,410
676,40000,7,306.69,28.4,38.02,60,297.43,4,100,120,170
677,70000,8,306.69,28.4,38.35,40,375.95,6,160,165,210
678,105000,9,306.69,28.4,38.68,20,252.17,3,200,330,380
679,50000,7,306.69,28.4,39.41,50,406.12,8,120,165,210
680,65000,8,306.69,28.4,39.06,50,418.08,8,160,165,210
681,95000,9,306.69,28.4,38.71,20,378.08,13,200,330,380
682,40000,6,306.69,28.4,39.47,40,388.6,5,140,285,330
683,70000,8,306.69,28.4,38.04,40,644.24,3,160,165,210
684,70000,9,306.69,28.4,38.28,20,619.08,0,200,330,380
685,70000,9,306.69,28.4,39.56,35,421.46,5,200,210,260
686,70000,9,306.69,28.4,39.73,20,538.35,4,220,330,380
687,70000,9,306.69,28.4,39.75,20,531.98,9,200,360,410
688,70000,7,306.69,28.4,39.25,20,616.76,6,220,450,500
689,70000,8,306.69,28.4,38.34,40,736.77,1,160,165,210
690,45000,6,306.69,28.4,38.78,40,640.86,15,140,285,330
691,50000,7,306.69,28.4,38.88,50,401.31,15,120,165,210
692,100000,6,306.69,28.4,39.3,20,434.63,8,220,690,500
693,40000,7,306.69,28.4,39.35,60,393.39,11,100,120,170
694,70000,8,306.69,28.4,39.77,40,428.78,9,160,165,210
695,50000,7,306.69,28.4,39.72,40,416.48,7,140,210,260
696,50000,7,306.69,28.4,38.87,50,482.9,13,120,165,210
697,50000,7,306.69,28.4,38.86,50,515.38,16,120,165,210
698,45000,6,306.69,28.4,38.26,40,644.1,16,140,285,330
699,105000,6,306.69,28.4,38.82,20,560.29,14,200,690,500
700,85000,9,306.69,28.4,39.52,20,507.99,10,200,360,410
701,65000,8,306.69,28.4,37.18,40,39.96,1,160,165,210
702,60000,6,306.69,28.4,37.49,40,84.58,2,140,285,330
703,60000,7,306.69,28.4,37.54,30,130.18,2,180,285,330
704,60000,8,306.69,28.4,37.51,40,108.71,2,140,120,170
705,60000,9,306.69,28.4,37.77,20,53.85,5,200,360,410
706,60000,7,306.69,28.4,37.89,50,105.65,9,120,165,210
707,60000,7,306.69,28.4,37.3,50,162.2,12,120,165,210
708,60000,6,306.69,28.4,37.78,40,86.03,2,140,285,330
709,85000,9,306.69,28.4,37.44,20,171.35,7,200,360,410
710,55000,9,306.69,28.4,37.72,20,173.42,4,220,360,410
711,100000,9,306.69,28.4,37.93,20,194.1,2,220,360,410
712,60000,6,306.69,28.4,37.04,40,241.66,7,140,285,330
713,90000,9,306.69,28.4,37.04,20,279.87,9,200,360,410
714,60000,6,306.69,28.4,37.61,50,194,5,140,285,330
715,105000,9,306.69,28.4,37.53,20,258.7,8,200,330,380
716,55000,9,306.69,28.4,38.09,20,189.74,5,200,330,380
717,90000,9,306.69,28.4,37.53,20,80.6,1,200,330,380
718,40000,6,306.69,28.4,37.88,40,35.13,1,140,285,330
719,45000,6,306.69,28.4,37.69,40,110.32,1,140,285,330
720,45000,9,306.69,28.4,37.8,20,115.52,1,200,330,380
721,45000,7,306.69,28.4,37.89,30,165.68,4,180,285,330
722,45000,7,306.69,28.4,38.05,60,263.22,2,100,120,170
723,45000,7,306.69,28.4,37.89,20,312.29,4,220,525,480
724,45000,9,306.69,28.4,38,20,249.01,2,200,210,260
725,55000,6,306.69,28.4,37.39,60,259.12,3,140,210,260
726,70000,8,306.69,28.4,37.26,40,200.08,4,160,165,210
727,75000,7,306.69,28.4,37.43,50,150.44,7,120,165,210
728,60000,6,306.69,28.4,37.69,40,78.64,5,140,285,330
729,70000,8,306.69,28.4,37.12,40,244.14,2,160,165,210
730,95000,9,306.69,28.4,37.2,20,269.22,0,200,360,410
731,95000,7,306.69,28.4,37.46,30,282.78,14,180,285,330
732,95000,7,306.69,28.4,37.37,30,339.24,0,180,285,330
733,40000,7,306.69,28.4,37.03,60,320.98,15,100,120,170
734,60000,6,306.69,28.4,37.15,40,299.29,0,140,285,330
735,65000,8,306.69,28.4,37.11,40,300.2,8,160,165,210
736,40000,7,306.69,28.4,37.22,60,282.4,2,100,120,170
737,70000,8,306.69,28.4,37.74,40,254.61,2,160,165,210
738,80000,7,306.69,28.4,37.86,30,275.15,4,180,285,330
739,45000,6,306.69,28.4,37.97,40,210.09,3,140,285,330
740,50000,7,306.69,28.4,38.13,50,217.52,5,120,165,210
741,105000,7,306.69,28.4,37.58,20,329.16,10,200,570,280
742,105000,7,306.69,28.4,37.97,30,251.48,2,180,285,330
743,105000,6,306.69,28.4,37.56,40,196.02,4,140,285,330
744,85000,9,306.69,28.4,37.8,20,175.97,1,200,360,410
745,85000,9,306.69,28.4,37.99,20,208.24,1,200,360,410
746,85000,9,306.69,28.4,37.9,20,150.44,3,200,405,450
747,85000,9,306.69,28.4,37.71,20,138.22,2,200,360,410
748,70000,9,306.69,28.4,37.86,20,246.66,1,220,405,450
749,70000,7,306.69,28.4,37.8,60,180.4,1,100,120,170
750,70000,8,306.69,28.4,37.25,40,261.02,10,160,165,210
751,70000,6,306.69,28.4,37.2,40,205.64,8,140,285,330
752,85000,9,306.69,28.4,37.54,20,222.65,1,200,360,410
753,95000,6,306.69,28.4,37.65,40,148.82,2,140,285,330
754,50000,7,306.69,28.4,37.71,50,162.56,1,120,165,210
755,95000,9,306.69,28.4,37.36,60,103.35,4,200,90,140
756,90000,9,306.69,28.4,37.56,20,155.94,8,200,330,380
757,50000,7,306.69,28.4,37.42,50,116.47,4,120,165,210
758,95000,8,306.69,28.4,37.49,40,113.22,3,160,165,210
759,80000,7,306.69,28.4,37.56,30,89.55,1,180,285,330
760,100000,7,306.69,28.4,37.57,20,114.79,2,220,645,400
761,100000,6,306.69,28.4,37.85,40,159.67,2,140,285,330
762,50000,7,306.69,28.4,37.48,50,81.34,0,120,165,210
763,85000,9,306.69,28.4,37.46,35,52.63,1,200,210,260
764,70000,8,306.69,28.4,37.27,40,40.61,0,160,165,210
765,70000,7,306.69,28.4,37.14,30,84.6,5,180,285,330
766,70000,9,306.69,28.4,37.28,20,105.91,6,200,330,380
767,70000,7,306.69,28.4,37.03,30,156.04,7,180,285,330
768,45000,9,306.69,28.4,37.27,40,167.72,4,140,120,170
769,65000,8,306.69,28.4,36.76,30,60.78,1,160,165,210
770,95000,9,306.69,28.4,36.86,20,118.36,1,200,360,410
771,45000,8,306.69,28.4,37.02,40,91.92,2,140,120,170
772,90000,6,306.69,28.4,36.86,40,111.83,7,140,285,330
773,45000,9,306.69,28.4,36.36,20,84.58,1,220,405,450
774,60000,7,306.69,28.4,36.53,40,126.04,3,140,210,260
775,75000,7,306.69,28.4,36.32,30,130,7,180,285,330
776,80000,7,306.69,28.4,36.3,30,26.4,1,180,285,330
777,75000,7,306.69,28.4,36.74,30,65.07,7,180,285,330
778,70000,8,306.69,28.4,36.4,40,45.22,4,160,165,210
779,65000,8,306.69,28.4,35.71,40,149.01,2,160,165,210
780,50000,9,306.69,28.4,35.65,20,189.69,14,200,360,410
781,40000,7,306.69,28.4,35.83,60,92.72,2,100,120,170
782,90000,7,306.69,28.4,36.07,20,83.2,3,200,525,480
783,65000,8,306.69,28.4,35.97,40,134.63,7,160,165,210
784,95000,8,306.69,28.4,37.29,40,174.87,4,140,120,170
785,90000,9,306.69,28.4,37.29,20,147.41,4,200,360,410
786,90000,7,306.69,28.4,37.36,60,10.05,1,100,120,170
787,90000,9,306.69,28.4,37.4,20,51.01,1,200,330,380
788,90000,9,306.69,28.4,37.3,20,97.35,1,200,330,380
789,90000,7,306.69,28.4,37.4,40,113.16,0,140,210,260
790,90000,7,306.69,28.4,37.71,60,144.26,1,100,120,170
791,40000,7,306.69,28.4,37.39,60,146.7,3,100,120,170
792,90000,9,306.69,28.4,37.18,20,35.74,2,200,360,410
793,95000,9,306.69,28.4,37.12,20,40.8,2,200,360,410
794,55000,6,306.69,28.4,37.39,40,73.41,3,140,285,330
795,60000,8,306.69,28.4,37.64,40,111.36,3,160,165,210
796,75000,7,306.69,28.4,36.9,30,34.13,1,180,285,330
797,50000,7,306.69,28.4,37.28,30,64.03,1,120,165,210
798,80000,7,306.69,28.4,37.34,30,86.21,1,180,285,330
799,40000,8,306.69,28.4,37.25,40,92.27,4,160,165,210
800,40000,7,306.69,28.4,37.02,60,106.78,3,100,120,170
801,95000,9,306.69,28.4,38.22,20,205.64,5,200,360,410
802,55000,6,306.69,28.4,38.36,40,296.2,8,140,285,330
803,75000,7,306.69,28.4,38.58,30,325.53,7,180,285,330
804,45000,6,306.69,28.4,38.25,40,310.64,6,140,285,330
805,75000,7,306.69,28.4,38.08,30,254.26,5,180,285,330
806,85000,6,306.69,28.4,37.87,40,255.38,8,140,285,330
807,65000,8,306.69,28.4,38.36,20,262.15,7,160,405,450
808,65000,8,306.69,28.4,38.67,40,171.29,3,160,165,210
809,65000,7,306.69,28.4,37.6,30,200.86,6,180,285,330
810,65000,7,306.69,28.4,37.37,30,104.24,4,180,285,330
811,65000,6,306.69,28.4,37.37,40,170.66,4,140,285,330
812,75000,7,306.69,28.4,37.6,30,45.49,1,180,285,330
813,105000,8,306.69,28.4,37.63,20,112.22,1,160,450,500
814,70000,8,306.69,28.4,37.55,40,104.62,2,160,165,210
815,95000,9,306.69,28.4,37.45,20,164.08,2,200,330,380
816,65000,8,306.69,28.4,37.77,40,176.85,7,160,165,210
817,55000,6,306.69,28.4,37.49,40,99.46,5,140,285,330
818,65000,8,306.69,28.4,37.95,40,223.52,7,160,165,210
819,85000,9,306.69,28.4,38.09,20,260.76,5,200,330,380
820,50000,7,306.69,28.4,38.45,50,277.42,4,120,165,210
821,105000,8,306.69,28.4,38.23,40,202.94,4,160,165,210
822,95000,9,306.69,28.4,37.96,20,126.62,4,200,360,410
823,80000,7,306.69,28.4,37.84,30,60.96,0,180,285,330
824,80000,7,306.69,28.4,37.96,30,89.68,5,180,285,330
825,95000,9,306.69,28.4,38.01,20,151.43,4,200,360,410
826,70000,8,306.69,28.4,37.8,40,100.09,0,160,165,210
827,50000,7,306.69,28.4,37.87,50,43.17,1,120,165,210
828,80000,9,306.69,28.4,37.94,20,131.14,0,220,330,380
829,105000,7,306.69,28.4,38.17,20,180.94,4,200,570,280
830,70000,8,306.69,28.4,37.91,40,132.26,1,160,165,210
831,80000,7,306.69,28.4,38.59,30,205.3,2,180,285,330
832,45000,6,306.69,28.4,37.48,40,239.78,12,140,285,330
833,45000,6,306.69,28.4,37.52,40,169,12,140,285,330
834,80000,6,306.69,28.4,38.58,40,38.83,0,140,285,330
835,85000,9,306.69,28.4,38,20,88.24,1,200,330,380
836,45000,6,306.69,28.4,37.32,40,166.37,3,140,285,330
