ID,Household income,Household size,Rainfall,Ave temp dry,Travel time,Shortest distance,Height diff,Volume per day wet,Amount spent,Willingness to pay,tA,Wd,td,t2,A2,W2,d2
748,70000,9,2.5,29.1,20,246.66,1,220,405,450,8100,110997,4933.2,400,164025,202500,60841.1556
749,70000,7,2.5,29.1,60,180.4,1,100,120,170,7200,30668,10824,3600,14400,28900,32544.16
750,70000,8,2.5,29.1,40,261.02,10,160,165,210,6600,54814.2,10440.8,1600,27225,44100,68131.4404
751,70000,6,2.5,29.1,40,205.64,8,140,285,330,11400,67861.2,8225.6,1600,81225,108900,42287.8096
752,85000,9,2.5,29.1,20,222.65,1,200,360,410,7200,91286.5,4453,400,129600,168100,49573.0225
753,95000,6,2.5,29.1,40,148.82,2,140,285,330,11400,49110.6,5952.8,1600,81225,108900,22147.3924
754,50000,7,2.5,29.1,50,162.56,1,120,165,210,8250,34137.6,8128,2500,27225,44100,26425.7536
755,95000,9,2.5,29.1,60,103.35,4,200,90,140,5400,14469,6201,3600,8100,19600,10681.2225
756,90000,9,2.5,29.1,20,155.94,8,200,330,380,6600,59257.2,3118.8,400,108900,144400,24317.2836
757,50000,7,2.5,29.1,50,116.47,4,120,165,210,8250,24458.7,5823.5,2500,27225,44100,13565.2609
758,95000,8,2.5,29.1,40,113.22,3,160,165,210,6600,23776.2,4528.8,1600,27225,44100,12818.7684
759,80000,7,2.5,29.1,30,89.55,1,180,285,330,8550,29551.5,2686.5,900,81225,108900,8019.2025
760,100000,7,2.5,29.1,20,114.79,2,220,645,400,12900,45916,2295.8,400,416025,160000,13176.7441
761,100000,6,2.5,29.1,40,159.67,2,140,285,330,11400,52691.1,6386.8,1600,81225,108900,25494.5089
762,50000,7,2.5,29.1,50,81.34,0,120,165,210,8250,17081.4,4067,2500,27225,44100,6616.1956
763,85000,9,2.5,29.1,35,52.63,1,200,210,260,7350,13683.8,1842.05,1225,44100,67600,2769.9169
764,70000,8,2.5,29.1,40,40.61,0,160,165,210,6600,8528.1,1624.4,1600,27225,44100,1649.1721
765,70000,7,2.5,29.1,30,84.6,5,180,285,330,8550,27918,2538,900,81225,108900,7157.16
766,70000,9,2.5,29.1,20,105.91,6,200,330,380,6600,40245.8,2118.2,400,108900,144400,11216.9281
767,70000,7,2.5,29.1,30,156.04,7,180,285,330,8550,51493.2,4681.2,900,81225,108900,24348.4816
768,45000,9,2.5,29.1,40,167.72,4,140,120,170,4800,28512.4,6708.8,1600,14400,28900,28129.9984
769,65000,8,2.5,29.1,30,60.78,1,160,165,210,4950,12763.8,1823.4,900,27225,44100,3694.2084
770,95000,9,2.5,29.1,20,118.36,1,200,360,410,7200,48527.6,2367.2,400,129600,168100,14009.0896
771,45000,8,2.5,29.1,40,91.92,2,140,120,170,4800,15626.4,3676.8,1600,14400,28900,8449.2864
772,90000,6,2.5,29.1,40,111.83,7,140,285,330,11400,36903.9,4473.2,1600,81225,108900,12505.9489
773,45000,9,2.5,29.1,20,84.58,1,220,405,450,8100,38061,1691.6,400,164025,202500,7153.7764
774,60000,7,2.5,29.1,40,126.04,3,140,210,260,8400,32770.4,5041.6,1600,44100,67600,15886.0816
775,75000,7,2.5,29.1,30,130,7,180,285,330,8550,42900,3900,900,81225,108900,16900
776,80000,7,2.5,29.1,30,26.4,1,180,285,330,8550,8712,792,900,81225,108900,696.96
777,75000,7,2.5,29.1,30,65.07,7,180,285,330,8550,21473.1,1952.1,900,81225,108900,4234.1049
778,70000,8,2.5,29.1,40,45.22,4,160,165,210,6600,9496.2,1808.8,1600,27225,44100,2044.8484
779,65000,8,2.5,29.1,40,149.01,2,160,165,210,6600,31292.1,5960.4,1600,27225,44100,22203.9801
780,50000,9,2.5,29.1,20,189.69,14,200,360,410,7200,77772.9,3793.8,400,129600,168100,35982.2961
781,40000,7,2.5,29.1,60,92.72,2,100,120,170,7200,15762.4,5563.2,3600,14400,28900,8596.9984
782,90000,7,2.5,29.1,20,83.2,3,200,525,480,10500,39936,1664,400,275625,230400,6922.24
783,65000,8,2.5,29.1,40,134.63,7,160,165,210,6600,28272.3,5385.2,1600,27225,44100,18125.2369
784,95000,8,2.5,29.1,40,174.87,4,140,120,170,4800,29727.9,6994.8,1600,14400,28900,30579.5169
785,90000,9,2.5,29.1,20,147.41,4,200,360,410,7200,60438.1,2948.2,400,129600,168100,21729.7081
786,90000,7,2.5,29.1,60,10.05,1,100,120,170,7200,1708.5,603,3600,14400,28900,101.0025
787,90000,9,2.5,29.1,20,51.01,1,200,330,380,6600,19383.8,1020.2,400,108900,144400,2602.0201
788,90000,9,2.5,29.1,20,97.35,1,200,330,380,6600,36993,1947,400,108900,144400,9477.0225
789,90000,7,2.5,29.1,40,113.16,0,140,210,260,8400,29421.6,4526.4,1600,44100,67600,12805.1856
790,90000,7,2.5,29.1,60,144.26,1,100,120,170,7200,24524.2,8655.6,3600,14400,28900,20810.9476
791,40000,7,2.5,29.1,60,146.7,3,100,120,170,7200,24939,8802,3600,14400,28900,21520.89
792,90000,9,2.5,29.1,20,35.74,2,200,360,410,7200,14653.4,714.8,400,129600,168100,1277.3476
793,95000,9,2.5,29.1,20,40.8,2,200,360,410,7200,16728,816,400,129600,168100,1664.64
794,55000,6,2.5,29.1,40,73.41,3,140,285,330,11400,24225.3,2936.4,1600,81225,108900,5389.0281
795,60000,8,2.5,29.1,40,111.36,3,160,165,210,6600,23385.6,4454.4,1600,27225,44100,12401.0496
796,75000,7,2.5,29.1,30,34.13,1,180,285,330,8550,11262.9,1023.9,900,81225,108900,1164.8569
797,50000,7,2.5,29.1,30,64.03,1,120,165,210,4950,13446.3,1920.9,900,27225,44100,4099.8409
798,80000,7,2.5,29.1,30,86.21,1,180,285,330,8550,28449.3,2586.3,900,81225,108900,7432.1641
799,40000,8,2.5,29.1,40,92.27,4,160,165,210,6600,19376.7,3690.8,1600,27225,44100,8513.7529
800,40000,7,2.5,29.1,60,106.78,3,100,120,170,7200,18152.6,6406.8,3600,14400,28900,11401.9684
801,95000,9,2.5,29.1,20,205.64,5,200,360,410,7200,84312.4,4112.8,400,129600,168100,42287.8096
802,55000,6,2.5,29.1,40,296.2,8,140,285,330,11400,97746,11848,1600,81225,108900,87734.44
803,75000,7,2.5,29.1,30,325.53,7,180,285,330,8550,107424.9,9765.9,900,81225,108900,105969.7809
804,45000,6,2.5,29.1,40,310.64,6,140,285,330,11400,102511.2,12425.6,1600,81225,108900,96497.2096
805,75000,7,2.5,29.1,30,254.26,5,180,285,330,8550,83905.8,7627.8,900,81225,108900,64648.1476
806,85000,6,2.5,29.1,40,255.38,8,140,285,330,11400,84275.4,10215.2,1600,81225,108900,65218.9444
807,65000,8,2.5,29.1,20,262.15,7,160,405,450,8100,117967.5,5243,400,164025,202500,68722.6225
808,65000,8,2.5,29.1,40,171.29,3,160,165,210,6600,35970.9,6851.6,1600,27225,44100,29340.2641
809,65000,7,2.5,29.1,30,200.86,6,180,285,330,8550,66283.8,6025.8,900,81225,108900,40344.7396
810,65000,7,2.5,29.1,30,104.24,4,180,285,330,8550,34399.2,3127.2,900,81225,108900,10865.9776
811,65000,6,2.5,29.1,40,170.66,4,140,285,330,11400,56317.8,6826.4,1600,81225,108900,29124.8356
812,75000,7,2.5,29.1,30,45.49,1,180,285,330,8550,15011.7,1364.7,900,81225,108900,2069.3401
813,105000,8,2.5,29.1,20,112.22,1,160,450,500,9000,56110,2244.4,400,202500,250000,12593.3284
814,70000,8,2.5,29.1,40,104.62,2,160,165,210,6600,21970.2,4184.8,1600,27225,44100,10945.3444
815,95000,9,2.5,29.1,20,164.08,2,200,330,380,6600,62350.4,3281.6,400,108900,144400,26922.2464
816,65000,8,2.5,29.1,40,176.85,7,160,165,210,6600,37138.5,7074,1600,27225,44100,31275.9225
817,55000,6,2.5,29.1,40,99.46,5,140,285,330,11400,32821.8,3978.4,1600,81225,108900,9892.2916
818,65000,8,2.5,29.1,40,223.52,7,160,165,210,6600,46939.2,8940.8,1600,27225,44100,49961.1904
819,85000,9,2.5,29.1,20,260.76,5,200,330,380,6600,99088.8,5215.2,400,108900,144400,67995.7776
820,50000,7,2.5,29.1,50,277.42,4,120,165,210,8250,58258.2,13871,2500,27225,44100,76961.8564
821,105000,8,2.5,29.1,40,202.94,4,160,165,210,6600,42617.4,8117.6,1600,27225,44100,41184.6436
822,95000,9,2.5,29.1,20,126.62,4,200,360,410,7200,51914.2,2532.4,400,129600,168100,16032.6244
823,80000,7,2.5,29.1,30,60.96,0,180,285,330,8550,20116.8,1828.8,900,81225,108900,3716.1216
824,80000,7,2.5,29.1,30,89.68,5,180,285,330,8550,29594.4,2690.4,900,81225,108900,8042.5024
825,95000,9,2.5,29.1,20,151.43,4,200,360,410,7200,62086.3,3028.6,400,129600,168100,22931.0449
826,70000,8,2.5,29.1,40,100.09,0,160,165,210,6600,21018.9,4003.6,1600,27225,44100,10018.0081
827,50000,7,2.5,29.1,50,43.17,1,120,165,210,8250,9065.7,2158.5,2500,27225,44100,1863.6489
828,80000,9,2.5,29.1,20,131.14,0,220,330,380,6600,49833.2,2622.8,400,108900,144400,17197.6996
829,105000,7,2.5,29.1,20,180.94,4,200,570,280,11400,50663.2,3618.8,400,324900,78400,32739.2836
830,70000,8,2.5,29.1,40,132.26,1,160,165,210,6600,27774.6,5290.4,1600,27225,44100,17492.7076
831,80000,7,2.5,29.1,30,205.3,2,180,285,330,8550,67749,6159,900,81225,108900,42148.09
832,45000,6,2.5,29.1,40,239.78,12,140,285,330,11400,79127.4,9591.2,1600,81225,108900,57494.4484
833,45000,6,2.5,29.1,40,169,12,140,285,330,11400,55770,6760,1600,81225,108900,28561
834,80000,6,2.5,29.1,40,38.83,0,140,285,330,11400,12813.9,1553.2,1600,81225,108900,1507.7689
835,85000,9,2.5,29.1,20,88.24,1,200,330,380,6600,33531.2,1764.8,400,108900,144400,7786.2976
836,45000,6,2.5,29.1,40,166.37,3,140,285,330,11400,54902.1,6654.8,1600,81225,108900,27678.9769
837,105000,6,2.5,29.1,20,202.81,5,200,765,280,15300,56786.8,4056.2,400,585225,78400,41131.8961
838,50000,7,2.5,29.1,50,253.16,4,120,165,210,8250,53163.6,12658,2500,27225,44100,64089.9856
839,50000,7,2.5,29.1,50,322.1,3,120,165,210,8250,67641,16105,2500,27225,44100,103748.41
840,55000,6,2.5,29.1,35,237.89,0,140,285,330,9975,78503.7,8326.15,1225,81225,108900,56591.6521
841,55000,6,2.5,29.1,40,132.85,0,140,285,330,11400,43840.5,5314,1600,81225,108900,17649.1225
842,65000,8,2.5,29.1,40,283.73,4,160,165,210,6600,59583.3,11349.2,1600,27225,44100,80502.7129
843,80000,6,2.5,29.1,40,268.2,8,140,285,330,11400,88506,10728,1600,81225,108900,71931.24
844,50000,7,2.5,29.1,50,234.4,5,120,165,210,8250,49224,11720,2500,27225,44100,54943.36
845,50000,7,2.5,29.1,50,255.34,9,120,165,210,8250,53621.4,12767,2500,27225,44100,65198.5156
846,45000,6,2.5,29.1,40,245.6,2,140,285,330,11400,81048,9824,1600,81225,108900,60319.36
847,105000,6,2.5,29.1,30,278.26,7,200,450,500,13500,139130,8347.8,900,202500,250000,77428.6276
848,105000,9,2.5,29.1,20,158.45,8,220,360,410,7200,64964.5,3169,400,129600,168100,25106.4025
849,65000,8,2.5,29.1,40,60.27,6,160,165,210,6600,12656.7,2410.8,1600,27225,44100,3632.4729
850,100000,9,2.5,29.1,20,268.88,2,220,330,380,6600,102174.4,5377.6,400,108900,144400,72296.4544
851,100000,7,2.5,29.1,60,367.14,1,100,120,170,7200,62413.8,22028.4,3600,14400,28900,134791.7796
852,100000,7,2.5,29.1,60,322.61,1,100,120,170,7200,54843.7,19356.6,3600,14400,28900,104077.2121
853,100000,6,2.5,29.1,40,276.59,1,140,285,330,11400,91274.7,11063.6,1600,81225,108900,76502.0281
854,90000,9,2.5,29.1,20,193.02,3,200,330,380,6600,73347.6,3860.4,400,108900,144400,37256.7204
855,50000,8,2.5,29.1,50,170.06,7,160,165,210,8250,35712.6,8503,2500,27225,44100,28920.4036
856,70000,8,2.5,29.1,40,92.42,3,160,165,210,6600,19408.2,3696.8,1600,27225,44100,8541.4564
857,55000,6,2.5,29.1,40,217.86,6,140,285,330,11400,71893.8,8714.4,1600,81225,108900,47462.9796
858,55000,9,2.5,29.1,20,208.2,3,220,330,380,6600,79116,4164,400,108900,144400,43347.24
859,105000,9,2.5,29.1,20,354.35,0,200,210,260,4200,92131,7087,400,44100,67600,125563.9225
860,90000,9,2.5,29.1,20,340.07,9,200,210,260,4200,88418.2,6801.4,400,44100,67600,115647.6049
861,85000,6,2.5,29.1,40,259.7,7,140,285,330,11400,85701,10388,1600,81225,108900,67444.09
862,65000,8,2.5,29.1,40,257.74,6,160,165,210,6600,54125.4,10309.6,1600,27225,44100,66429.9076
863,65000,8,2.5,29.1,40,174.89,4,160,165,210,6600,36726.9,6995.6,1600,27225,44100,30586.5121
864,45000,6,2.5,29.1,40,308.3,5,140,285,330,11400,101739,12332,1600,81225,108900,95048.89
865,60000,6,2.5,29.1,40,274.15,10,140,285,330,11400,90469.5,10966,1600,81225,108900,75158.2225
866,60000,6,2.5,29.1,40,212.48,5,140,285,330,11400,70118.4,8499.2,1600,81225,108900,45147.7504
867,105000,6,2.5,29.1,40,117.28,4,140,285,330,11400,38702.4,4691.2,1600,81225,108900,13754.5984
868,100000,9,2.5,29.1,20,37.64,2,220,405,450,8100,16938,752.8,400,164025,202500,1416.7696
869,65000,8,2.5,29.1,40,95.52,1,160,165,210,6600,20059.2,3820.8,1600,27225,44100,9124.0704
870,90000,9,2.5,29.1,20,169.1,2,200,360,410,7200,69331,3382,400,129600,168100,28594.81
871,90000,8,2.5,29.1,40,278,7,160,165,210,6600,58380,11120,1600,27225,44100,77284
872,90000,6,2.5,29.1,20,254.75,4,200,765,280,15300,71330,5095,400,585225,78400,64897.5625
873,90000,7,2.5,29.1,30,346.9,5,180,285,330,8550,114477,10407,900,81225,108900,120339.61
874,90000,7,2.5,29.1,50,417,9,120,165,210,8250,87570,20850,2500,27225,44100,173889
875,50000,7,2.5,29.1,50,405.19,12,120,165,210,8250,85089.9,20259.5,2500,27225,44100,164178.9361
876,90000,9,2.5,29.1,20,413.7,6,200,405,450,8100,186165,8274,400,164025,202500,171147.69
877,40000,7,2.5,29.1,60,349.95,6,100,120,170,7200,59491.5,20997,3600,14400,28900,122465.0025
878,80000,7,2.5,29.1,30,202.08,4,180,285,330,8550,66686.4,6062.4,900,81225,108900,40836.3264
879,50000,7,2.5,29.1,50,294.33,5,120,165,210,8250,61809.3,14716.5,2500,27225,44100,86630.1489
880,60000,6,2.5,29.1,40,424.84,3,140,285,330,11400,140197.2,16993.6,1600,81225,108900,180489.0256
881,105000,6,2.5,29.1,20,52.4,0,200,720,380,14400,19912,1048,400,518400,144400,2745.76
882,55000,6,2.5,29.1,20,196.73,1,140,765,280,15300,55084.4,3934.6,400,585225,78400,38702.6929
883,75000,8,2.5,29.1,40,278.23,0,160,165,210,6600,58428.3,11129.2,1600,27225,44100,77411.9329
884,70000,8,2.5,29.1,40,171.01,7,160,165,210,6600,35912.1,6840.4,1600,27225,44100,29244.4201
885,70000,8,2.5,29.1,40,102.96,7,160,165,210,6600,21621.6,4118.4,1600,27225,44100,10600.7616
886,60000,6,2.5,29.1,40,91.55,1,140,285,330,11400,30211.5,3662,1600,81225,108900,8381.4025
887,50000,7,2.5,29.1,50,98.68,2,120,165,210,8250,20722.8,4934,2500,27225,44100,9737.7424
888,50000,7,2.5,29.1,50,258.05,1,120,165,210,8250,54190.5,12902.5,2500,27225,44100,66589.8025
889,95000,9,2.5,29.1,20,187.95,1,200,405,450,8100,84577.5,3759,400,164025,202500,35325.2025
890,60000,7,2.5,29.1,30,227.38,6,180,285,330,8550,75035.4,6821.4,900,81225,108900,51701.6644
891,100000,7,2.5,29.1,20,167.24,3,220,570,280,11400,46827.2,3344.8,400,324900,78400,27969.2176
892,100000,9,2.5,29.1,20,190.38,5,200,360,410,7200,78055.8,3807.6,400,129600,168100,36244.5444
893,100000,9,2.5,29.1,20,88.57,4,200,330,380,6600,33656.6,1771.4,400,108900,144400,7844.6449
894,100000,9,2.5,29.1,35,60.77,0,200,210,260,7350,15800.2,2126.95,1225,44100,67600,3692.9929
895,100000,6,2.5,29.1,40,200.83,8,140,285,330,11400,66273.9,8033.2,1600,81225,108900,40332.6889
896,100000,9,2.5,29.1,20,205.06,8,200,330,380,6600,77922.8,4101.2,400,108900,144400,42049.6036
897,40000,9,2.5,29.1,20,158.38,7,200,360,410,7200,64935.8,3167.6,400,129600,168100,25084.2244
898,100000,6,2.5,29.1,20,150.12,5,220,360,410,7200,61549.2,3002.4,400,129600,168100,22536.0144
899,40000,7,2.5,29.1,60,38.08,0,100,120,170,7200,6473.6,2284.8,3600,14400,28900,1450.0864
900,105000,9,2.5,29.1,20,103.58,2,200,405,450,8100,46611,2071.6,400,164025,202500,10728.8164
901,100000,6,2.5,29.1,20,312.75,9,220,765,280,15300,87570,6255,400,585225,78400,97812.5625
902,105000,9,2.5,29.1,20,236.03,0,200,330,380,6600,89691.4,4720.6,400,108900,144400,55710.1609
903,45000,6,2.5,29.1,40,278.79,0,140,285,330,11400,92000.7,11151.6,1600,81225,108900,77723.8641
904,105000,8,2.5,29.1,40,166.71,0,160,165,210,6600,35009.1,6668.4,1600,27225,44100,27792.2241
905,40000,7,2.5,29.1,60,227.27,2,100,120,170,7200,38635.9,13636.2,3600,14400,28900,51651.6529
906,75000,7,2.5,29.1,30,281.37,7,180,285,330,8550,92852.1,8441.1,900,81225,108900,79169.0769
907,40000,7,2.5,29.1,60,279.51,5,100,120,170,7200,47516.7,16770.6,3600,14400,28900,78125.8401
908,70000,8,2.5,29.1,40,156.26,8,160,165,210,6600,32814.6,6250.4,1600,27225,44100,24417.1876
909,45000,6,2.5,29.1,40,244.44,2,140,285,330,11400,80665.2,9777.6,1600,81225,108900,59750.9136
910,85000,9,2.5,29.1,20,317.65,5,200,405,450,8100,142942.5,6353,400,164025,202500,100901.5225
911,65000,8,2.5,29.1,40,317.83,12,160,165,210,6600,66744.3,12713.2,1600,27225,44100,101015.9089
912,65000,8,2.5,29.1,40,343.01,12,160,165,210,6600,72032.1,13720.4,1600,27225,44100,117655.8601
913,75000,7,2.5,29.1,30,394.97,9,180,285,330,8550,130340.1,11849.1,900,81225,108900,156001.3009
914,90000,9,2.5,29.1,20,324.3,7,220,360,410,7200,132963,6486,400,129600,168100,105170.49
915,90000,9,2.5,29.1,20,343.83,9,200,360,410,7200,140970.3,6876.6,400,129600,168100,118219.0689
916,90000,7,2.5,29.1,30,349.26,6,180,285,330,8550,115255.8,10477.8,900,81225,108900,121982.5476
917,90000,7,2.5,29.1,20,375.37,10,220,570,280,11400,105103.6,7507.4,400,324900,78400,140902.6369
918,90000,9,2.5,29.1,20,90.67,8,200,360,410,7200,37174.7,1813.4,400,129600,168100,8221.0489
919,90000,6,2.5,29.1,40,149.16,5,140,285,330,11400,49222.8,5966.4,1600,81225,108900,22248.7056
920,75000,7,2.5,29.1,30,119,9,180,285,330,8550,39270,3570,900,81225,108900,14161
921,100000,7,2.5,29.1,20,223.45,10,220,645,400,12900,89380,4469,400,416025,160000,49929.9025
922,70000,8,2.5,29.1,40,247,2,160,165,210,6600,51870,9880,1600,27225,44100,61009
923,95000,9,2.5,29.1,20,111.14,1,200,360,410,7200,45567.4,2222.8,400,129600,168100,12352.0996
924,60000,6,2.5,29.1,35,163.23,2,140,285,330,9975,53865.9,5713.05,1225,81225,108900,26644.0329
925,70000,9,2.5,29.1,20,159.89,3,220,330,380,6600,60758.2,3197.8,400,108900,144400,25564.8121
926,75000,7,2.5,29.1,30,281.17,9,180,285,330,8550,92786.1,8435.1,900,81225,108900,79056.5689
927,80000,7,2.5,29.1,30,81.27,1,180,150,200,4500,16254,2438.1,900,22500,40000,6604.8129
928,75000,7,2.5,29.1,30,199.46,6,180,350,400,10500,79784,5983.8,900,122500,160000,39784.2916
929,105000,6,2.5,29.1,20,149.69,4,200,550,450,11000,67360.5,2993.8,400,302500,202500,22407.0961
930,45000,6,2.5,29.1,40,223.37,5,140,285,330,11400,73712.1,8934.8,1600,81225,108900,49894.1569
931,45000,9,2.5,29.1,50,295.1,6,200,285,330,14250,97383,14755,2500,81225,108900,87084.01
932,45000,7,2.5,29.1,60,336.15,15,100,120,170,7200,57145.5,20169,3600,14400,28900,112996.8225
933,45000,7,2.5,29.1,20,320.33,13,220,360,410,7200,131335.3,6406.6,400,129600,168100,102611.3089
934,45000,7,2.5,29.1,30,272.39,3,180,285,330,8550,89888.7,8171.7,900,81225,108900,74196.3121
935,50000,7,2.5,29.1,50,256.01,14,120,120,170,6000,43521.7,12800.5,2500,14400,28900,65541.1201
936,75000,7,2.5,29.1,30,188.49,6,180,350,400,10500,75396,5654.7,900,122500,160000,35528.4801
937,80000,9,2.5,29.1,20,109.07,3,200,405,450,8100,49081.5,2181.4,400,164025,202500,11896.2649
938,105000,6,2.5,29.1,60,144.25,0,200,210,260,12600,37505,8655,3600,44100,67600,20808.0625
939,75000,7,2.5,29.1,30,63.81,1,180,285,330,8550,21057.3,1914.3,900,81225,108900,4071.7161
940,90000,9,2.5,29.1,20,67.54,1,200,360,410,7200,27691.4,1350.8,400,129600,168100,4561.6516
941,85000,9,2.5,29.1,20,38.83,1,220,405,450,8100,17473.5,776.6,400,164025,202500,1507.7689
942,45000,6,2.5,29.1,40,96.02,3,140,285,330,11400,31686.6,3840.8,1600,81225,108900,9219.8404
943,100000,6,2.5,29.1,40,188.74,16,140,150,200,6000,37748,7549.6,1600,22500,40000,35622.7876
944,50000,7,2.5,29.1,50,146.25,6,120,120,170,6000,24862.5,7312.5,2500,14400,28900,21389.0625
945,65000,8,2.5,29.1,40,179.51,2,160,165,210,6600,37697.1,7180.4,1600,27225,44100,32223.8401
946,75000,7,2.5,29.1,30,139.04,1,180,285,330,8550,45883.2,4171.2,900,81225,108900,19332.1216
947,75000,7,2.5,29.1,30,243.4,10,180,280,330,8400,80322,7302,900,78400,108900,59243.56
948,75000,7,2.5,29.1,30,71.03,0,180,285,330,8550,23439.9,2130.9,900,81225,108900,5045.2609
949,75000,9,2.5,29.1,20,115.97,3,200,200,250,4000,28992.5,2319.4,400,40000,62500,13449.0409
950,75000,7,2.5,29.1,60,187,12,100,120,170,7200,31790,11220,3600,14400,28900,34969
951,75000,6,2.5,29.1,40,107.84,7,140,150,200,6000,21568,4313.6,1600,22500,40000,11629.4656
952,40000,7,2.5,29.1,60,131.32,5,100,120,170,7200,22324.4,7879.2,3600,14400,28900,17244.9424
953,55000,6,2.5,29.1,40,201.23,6,140,285,330,11400,66405.9,8049.2,1600,81225,108900,40493.5129
954,100000,7,2.5,29.1,20,214.7,11,220,360,410,7200,88027,4294,400,129600,168100,46096.09
955,45000,6,2.5,29.1,40,272.03,17,140,285,330,11400,89769.9,10881.2,1600,81225,108900,74000.3209
956,45000,9,2.5,29.1,20,419.31,26,220,210,260,4200,109020.6,8386.2,400,44100,67600,175820.8761
957,40000,7,2.5,29.1,60,405.05,27,100,120,170,7200,68858.5,24303,3600,14400,28900,164065.5025
958,55000,6,2.5,29.1,40,792.91,37,140,285,330,11400,261660.3,31716.4,1600,81225,108900,628706.2681
959,95000,9,2.5,29.1,20,648.04,25,200,210,260,4200,168490.4,12960.8,400,44100,67600,419955.8416
960,50000,7,2.5,29.1,50,569.08,25,120,120,170,6000,96743.6,28454,2500,14400,28900,323852.0464
961,60000,6,2.5,29.1,40,494.01,19,140,285,330,11400,163023.3,19760.4,1600,81225,108900,244045.8801
962,60000,9,2.5,29.1,20,465.7,19,200,210,260,4200,121082,9314,400,44100,67600,216876.49
963,85000,9,2.5,29.1,20,611.74,23,200,210,260,4200,159052.4,12234.8,400,44100,67600,374225.8276
964,105000,6,2.5,29.1,40,730.95,30,160,330,380,13200,277761,29238,1600,108900,144400,534287.9025
965,85000,9,2.5,29.1,20,644.66,33,200,210,260,4200,167611.6,12893.2,400,44100,67600,415586.5156
966,50000,7,2.5,29.1,50,475.62,24,120,120,170,6000,80855.4,23781,2500,14400,28900,226214.3844
967,100000,7,2.5,29.1,30,576.34,29,180,285,330,8550,190192.2,17290.2,900,81225,108900,332167.7956
968,65000,8,2.5,29.1,40,472.02,22,160,165,210,6600,99124.2,18880.8,1600,27225,44100,222802.8804
969,65000,9,2.5,29.1,20,390.23,26,200,210,260,4200,101459.8,7804.6,400,44100,67600,152279.4529
970,65000,9,2.5,29.1,20,328.87,26,200,210,260,4200,85506.2,6577.4,400,44100,67600,108155.4769
971,65000,7,2.5,29.1,35,241.15,11,120,165,210,5775,50641.5,8440.25,1225,27225,44100,58153.3225
972,65000,7,2.5,29.1,50,141.82,1,120,120,170,6000,24109.4,7091,2500,14400,28900,20112.9124
973,105000,6,2.5,29.1,20,68.88,1,200,350,400,7000,27552,1377.6,400,122500,160000,4744.4544
974,105000,7,2.5,29.1,20,129.6,3,200,330,380,6600,49248,2592,400,108900,144400,16796.16
975,95000,8,2.5,29.1,40,256.73,22,160,165,210,6600,53913.3,10269.2,1600,27225,44100,65910.2929
976,60000,6,2.5,29.1,40,320.25,21,140,285,330,11400,105682.5,12810,1600,81225,108900,102560.0625
977,85000,9,2.5,29.1,20,99.92,7,200,210,260,4200,25979.2,1998.4,400,44100,67600,9984.0064
978,100000,9,2.5,29.1,20,349.89,6,220,210,260,4200,90971.4,6997.8,400,44100,67600,122423.0121
979,70000,8,2.5,29.1,40,562.47,9,160,165,210,6600,118118.7,22498.8,1600,27225,44100,316372.5009
980,50000,7,2.5,29.1,40,711.4,6,120,165,210,6600,149394,28456,1600,27225,44100,506089.96
981,85000,9,2.5,29.1,20,678.28,13,200,210,260,4200,176352.8,13565.6,400,44100,67600,460063.7584
982,80000,7,2.5,29.1,30,801.24,21,180,285,330,8550,264409.2,24037.2,900,81225,108900,641985.5376
983,80000,8,2.5,29.1,40,848.38,3,160,165,210,6600,178159.8,33935.2,1600,27225,44100,719748.6244
984,80000,9,2.5,29.1,20,777.41,12,200,210,260,4200,202126.6,15548.2,400,44100,67600,604366.3081
985,80000,6,2.5,29.1,40,867.16,10,140,285,330,11400,286162.8,34686.4,1600,81225,108900,751966.4656
986,85000,9,2.5,29.1,20,818.21,12,200,210,260,4200,212734.6,16364.2,400,44100,67600,669467.6041
987,55000,6,2.5,29.1,40,888.79,18,140,285,330,11400,293300.7,35551.6,1600,81225,108900,789947.6641
988,55000,7,2.5,29.1,30,738.36,5,180,285,330,8550,243658.8,22150.8,900,81225,108900,545175.4896
989,60000,9,2.5,29.1,20,675.67,8,200,210,260,4200,175674.2,13513.4,400,44100,67600,456529.9489
990,90000,9,2.5,29.1,20,636.03,1,200,210,260,4200,165367.8,12720.6,400,44100,67600,404534.1609
991,45000,6,2.5,29.1,40,581.61,1,140,285,330,11400,191931.3,23264.4,1600,81225,108900,338270.1921
992,45000,6,2.5,29.1,40,504.73,7,140,285,330,11400,166560.9,20189.2,1600,81225,108900,254752.3729
993,45000,6,2.5,29.1,20,554.22,1,220,400,450,8000,249399,11084.4,400,160000,202500,307159.8084
994,45000,7,2.5,29.1,60,476.18,3,100,120,170,7200,80950.6,28570.8,3600,14400,28900,226747.3924
995,45000,9,2.5,29.1,20,419.65,0,200,210,260,4200,109109,8393,400,44100,67600,176106.1225
996,45000,8,2.5,29.1,40,572.07,12,160,165,210,6600,120134.7,22882.8,1600,27225,44100,327264.0849
997,45000,9,2.5,29.1,20,479.15,4,200,150,200,3000,95830,9583,400,22500,40000,229584.7225
998,105000,7,2.5,29.1,20,353.14,5,200,330,380,6600,134193.2,7062.8,400,108900,144400,124707.8596
