ID,Household income,Household size,Rainfall,Ave temp dry,Travel time,Shortest distance,Height diff,Volume per day wet,Amount spent,Willingness to pay,tA,Wd,td,t2,A2,W2,d2
246,70000,8,3.32,29.1,40,378.76,2,160,165,210,6600,79539.6,15150.4,1600,27225,44100,143459.1376
247,100000,5,3.32,29.1,20,462.39,22,220,320,370,6400,171084.3,9247.8,400,102400,136900,213804.5121
248,60000,6,3.32,29.1,40,421.35,19,140,120,170,4800,71629.5,16854,1600,14400,28900,177535.8225
249,100000,7,3.32,29.1,20,463.04,23,220,210,260,4200,120390.4,9260.8,400,44100,67600,214406.0416
250,45000,6,3.32,29.1,40,473.06,18,140,120,170,4800,80420.2,18922.4,1600,14400,28900,223785.7636
251,70000,9,3.32,29.1,20,544.23,22,220,410,460,8200,250345.8,10884.6,400,168100,211600,296186.2929
252,45000,6,3.32,29.1,40,527.8,19,140,120,170,4800,89726,21112,1600,14400,28900,278572.84
253,95000,9,3.32,29.1,20,374.88,2,200,120,170,2400,63729.6,7497.6,400,14400,28900,140535.0144
254,65000,8,3.32,29.1,40,365,0,160,120,170,4800,62050,14600,1600,14400,28900,133225
255,90000,9,3.32,29.1,20,440.65,3,200,120,170,2400,74910.5,8813,400,14400,28900,194172.4225
256,90000,9,3.32,29.1,20,509.4,3,200,120,170,2400,86598,10188,400,14400,28900,259488.36
257,90000,7,3.32,29.1,30,578.28,8,180,120,170,3600,98307.6,17348.4,900,14400,28900,334407.7584
258,90000,9,3.32,29.1,35,598.07,3,200,120,170,4200,101671.9,20932.45,1225,14400,28900,357687.7249
259,90000,8,3.32,29.1,40,541.94,28,160,120,170,4800,92129.8,21677.6,1600,14400,28900,293698.9636
260,90000,9,3.32,29.1,20,537.82,9,200,120,170,2400,91429.4,10756.4,400,14400,28900,289250.3524
261,70000,8,3.32,29.1,40,419.44,13,160,90,140,3600,58721.6,16777.6,1600,8100,19600,175929.9136
262,60000,8,3.32,29.1,40,467.74,27,160,90,140,3600,65483.6,18709.6,1600,8100,19600,218780.7076
263,65000,8,3.32,29.1,45,465.28,30,160,90,140,4050,65139.2,20937.6,2025,8100,19600,216485.4784
264,80000,7,3.32,29.1,30,496.23,28,180,90,140,2700,69472.2,14886.9,900,8100,19600,246244.2129
265,55000,6,3.32,29.1,40,578.36,35,140,90,140,3600,80970.4,23134.4,1600,8100,19600,334500.2896
266,80000,7,3.32,29.1,30,578.02,21,180,90,140,2700,80922.8,17340.6,900,8100,19600,334107.1204
267,80000,9,3.32,29.1,20,548.89,15,200,90,140,1800,76844.6,10977.8,400,8100,19600,301280.2321
268,80000,6,3.32,29.1,40,569.17,13,140,90,140,3600,79683.8,22766.8,1600,8100,19600,323954.4889
269,80000,6,3.32,29.1,20,405.76,11,200,120,170,2400,68979.2,8115.2,400,14400,28900,164641.1776
270,80000,7,3.32,29.1,30,380.87,10,180,120,170,3600,64747.9,11426.1,900,14400,28900,145061.9569
271,65000,8,3.32,29.1,40,351.37,6,160,120,170,4800,59732.9,14054.8,1600,14400,28900,123460.8769
272,45000,6,3.32,29.1,40,405.94,8,140,165,210,6600,85247.4,16237.6,1600,27225,44100,164787.2836
273,50000,7,3.32,29.1,50,431,9,120,165,210,8250,90510,21550,2500,27225,44100,185761
274,40000,7,3.32,29.1,60,414.42,8,100,165,210,9900,87028.2,24865.2,3600,27225,44100,171743.9364
275,85000,9,3.32,29.1,20,430.59,8,200,165,210,3300,90423.9,8611.8,400,27225,44100,185407.7481
276,105000,9,3.32,29.1,20,475.84,10,220,165,210,3300,99926.4,9516.8,400,27225,44100,226423.7056
277,75000,7,3.32,29.1,30,509.01,6,180,120,170,3600,86531.7,15270.3,900,14400,28900,259091.1801
278,85000,9,3.32,29.1,20,576.85,4,200,120,170,2400,98064.5,11537,400,14400,28900,332755.9225
279,65000,8,3.32,29.1,40,606.85,36,160,120,170,4800,103164.5,24274,1600,14400,28900,368266.9225
280,70000,8,3.32,29.1,40,597.34,1,160,120,170,4800,101547.8,23893.6,1600,14400,28900,356815.0756
281,55000,6,3.32,29.1,40,588.59,37,140,120,170,4800,100060.3,23543.6,1600,14400,28900,346438.1881
282,55000,7,3.32,29.1,30,534.18,31,180,120,170,3600,90810.6,16025.4,900,14400,28900,285348.2724
283,55000,6,3.32,29.1,20,353.01,5,200,165,210,3300,74132.1,7060.2,400,27225,44100,124616.0601
284,55000,9,3.32,29.1,20,469.66,21,200,165,210,3300,98628.6,9393.2,400,27225,44100,220580.5156
285,55000,7,3.32,29.1,60,393.91,12,100,165,210,9900,82721.1,23634.6,3600,27225,44100,155165.0881
286,55000,9,3.32,29.1,20,317.62,11,200,165,210,3300,66700.2,6352.4,400,27225,44100,100882.4644
287,55000,9,3.32,29.1,20,223.62,10,200,210,260,4200,58141.2,4472.4,400,44100,67600,50005.9044
288,70000,8,3.32,29.1,40,178.75,11,160,240,290,9600,51837.5,7150,1600,57600,84100,31951.5625
289,100000,6,3.32,29.1,20,242.92,14,220,480,300,9600,72876,4858.4,400,230400,90000,59010.1264
290,40000,7,3.32,29.1,60,47.76,2,100,570,280,34200,13372.8,2865.6,3600,324900,78400,2281.0176
291,60000,6,3.32,29.1,40,131.19,12,140,450,500,18000,65595,5247.6,1600,202500,250000,17210.8161
292,75000,7,3.32,29.1,30,145.66,10,180,330,380,9900,55350.8,4369.8,900,108900,144400,21216.8356
293,90000,9,3.32,29.1,20,188.32,20,200,165,210,3300,39547.2,3766.4,400,27225,44100,35464.4224
294,60000,6,3.32,29.1,40,284.86,16,140,480,300,19200,85458,11394.4,1600,230400,90000,81145.2196
295,105000,9,3.32,29.1,20,458.75,30,200,480,300,9600,137625,9175,400,230400,90000,210451.5625
296,40000,7,3.32,29.1,60,564.72,38,100,480,300,28800,169416,33883.2,3600,230400,90000,318908.6784
297,85000,9,3.32,29.1,20,489.34,35,200,480,300,9600,146802,9786.8,400,230400,90000,239453.6356
298,45000,6,3.32,29.1,35,409.46,27,140,210,260,7350,106459.6,14331.1,1225,44100,67600,167657.4916
299,65000,7,3.32,29.1,30,525.76,23,180,210,260,6300,136697.6,15772.8,900,44100,67600,276423.5776
300,45000,6,3.32,29.1,40,429.38,9,140,210,260,8400,111638.8,17175.2,1600,44100,67600,184367.1844
301,100000,7,3.32,29.1,20,192.46,2,220,165,210,3300,40416.6,3849.2,400,27225,44100,37040.8516
302,100000,8,3.32,29.1,40,222.27,3,160,210,260,8400,57790.2,8890.8,1600,44100,67600,49403.9529
303,100000,6,3.32,29.1,40,264.75,4,140,360,410,14400,108547.5,10590,1600,129600,168100,70092.5625
304,100000,7,3.32,29.1,50,283.44,4,120,240,290,12000,82197.6,14172,2500,57600,84100,80338.2336
305,100000,7,3.32,29.1,30,269.03,4,180,240,290,7200,78018.7,8070.9,900,57600,84100,72377.1409
306,100000,9,3.32,29.1,20,239.04,4,200,210,260,4200,62150.4,4780.8,400,44100,67600,57140.1216
307,100000,6,3.32,29.1,40,179.36,3,140,525,480,21000,86092.8,7174.4,1600,275625,230400,32170.0096
308,70000,8,3.32,29.1,35,147.41,3,160,330,380,11550,56015.8,5159.35,1225,108900,144400,21729.7081
309,65000,8,3.32,29.1,40,183.85,3,160,285,330,11400,60670.5,7354,1600,81225,108900,33800.8225
310,105000,7,3.32,29.1,20,216.09,4,200,360,410,7200,88596.9,4321.8,400,129600,168100,46694.8881
311,100000,6,3.32,29.1,20,114.04,2,200,450,500,9000,57020,2280.8,400,202500,250000,13005.1216
312,65000,8,3.32,29.1,40,73.16,1,160,450,500,18000,36580,2926.4,1600,202500,250000,5352.3856
313,70000,8,3.32,29.1,40,114.74,2,160,240,290,9600,33274.6,4589.6,1600,57600,84100,13165.2676
314,90000,9,3.32,29.1,20,152.21,4,200,210,260,4200,39574.6,3044.2,400,44100,67600,23167.8841
315,70000,8,3.32,29.1,40,208.63,4,160,120,170,4800,35467.1,8345.2,1600,14400,28900,43526.4769
316,90000,9,3.32,29.1,20,147.33,3,220,240,290,4800,42725.7,2946.6,400,57600,84100,21706.1289
317,45000,6,3.32,29.1,40,57.28,2,140,765,280,30600,16038.4,2291.2,1600,585225,78400,3280.9984
318,60000,6,3.32,29.1,40,110.26,1,140,450,500,18000,55130,4410.4,1600,202500,250000,12157.2676
319,40000,7,3.32,29.1,60,154.15,3,100,405,450,24300,69367.5,9249,3600,164025,202500,23762.2225
320,40000,7,3.32,29.1,60,196.76,4,100,405,450,24300,88542,11805.6,3600,164025,202500,38714.4976
321,105000,6,3.32,29.1,20,190.08,4,200,525,480,10500,91238.4,3801.6,400,275625,230400,36130.4064
322,100000,5,3.32,29.1,40,183.97,0,160,840,550,33600,101183.5,7358.8,1600,705600,302500,33844.9609
323,100000,9,3.32,29.1,20,60,1,200,360,410,7200,24600,1200,400,129600,168100,3600
324,100000,6,3.32,29.1,40,164.91,3,140,525,480,21000,79156.8,6596.4,1600,275625,230400,27195.3081
325,100000,6,3.32,29.1,40,193.76,3,140,210,260,8400,50377.6,7750.4,1600,44100,67600,37542.9376
326,100000,9,3.32,29.1,20,229.71,3,200,210,260,4200,59724.6,4594.2,400,44100,67600,52766.6841
327,100000,8,3.32,29.1,40,244.77,5,160,210,260,8400,63640.2,9790.8,1600,44100,67600,59912.3529
328,100000,7,3.32,29.1,30,280.49,5,180,210,260,6300,72927.4,8414.7,900,44100,67600,78674.6401
329,45000,9,3.32,29.1,20,226.08,0,200,210,260,4200,58780.8,4521.6,400,44100,67600,51112.1664
330,60000,6,3.32,29.1,40,208.21,3,140,210,260,8400,54134.6,8328.4,1600,44100,67600,43351.4041
331,80000,7,3.32,29.1,30,227.73,4,180,120,170,3600,38714.1,6831.9,900,14400,28900,51860.9529
332,105000,7,3.32,29.1,20,263.29,2,200,120,170,2400,44759.3,5265.8,400,14400,28900,69321.6241
333,70000,8,3.32,29.1,40,295.58,7,160,120,170,4800,50248.6,11823.2,1600,14400,28900,87367.5364
334,75000,7,3.32,29.1,30,258.31,8,180,120,170,3600,43912.7,7749.3,900,14400,28900,66724.0561
335,75000,7,3.32,29.1,30,217.61,6,180,120,170,3600,36993.7,6528.3,900,14400,28900,47354.1121
336,75000,7,3.32,29.1,30,112.01,5,180,330,380,9900,42563.8,3360.3,900,108900,144400,12546.2401
337,60000,6,3.32,29.1,40,106.78,3,140,450,500,18000,53390,4271.2,1600,202500,250000,11401.9684
338,65000,8,3.32,29.1,40,62.43,2,160,285,330,11400,20601.9,2497.2,1600,81225,108900,3897.5049
339,50000,7,3.32,29.1,50,68.25,3,120,405,450,20250,30712.5,3412.5,2500,164025,202500,4658.0625
340,50000,8,3.32,29.1,35,117.72,4,160,285,330,9975,38847.6,4120.2,1225,81225,108900,13857.9984
341,50000,6,3.32,29.1,40,150.76,4,140,450,500,18000,75380,6030.4,1600,202500,250000,22728.5776
342,50000,7,3.32,29.1,30,187.24,4,180,285,330,8550,61789.2,5617.2,900,81225,108900,35058.8176
343,50000,9,3.32,29.1,20,196.98,1,200,165,210,3300,41365.8,3939.6,400,27225,44100,38801.1204
344,50000,8,3.32,29.1,40,151.79,4,160,240,290,9600,44019.1,6071.6,1600,57600,84100,23040.2041
345,50000,6,3.32,29.1,40,52.17,2,140,525,480,21000,25041.6,2086.8,1600,275625,230400,2721.7089
346,50000,7,3.32,29.1,30,109.81,1,180,330,380,9900,41727.8,3294.3,900,108900,144400,12058.2361
347,50000,8,3.32,29.1,40,145.99,3,160,240,290,9600,42337.1,5839.6,1600,57600,84100,21313.0801
348,70000,7,3.32,29.1,30,97.02,2,180,360,410,10800,39778.2,2910.6,900,129600,168100,9412.8804
349,75000,7,3.32,29.1,30,76.22,0,180,360,410,10800,31250.2,2286.6,900,129600,168100,5809.4884
350,90000,9,3.32,29.1,50,71.81,2,200,240,290,12000,20824.9,3590.5,2500,57600,84100,5156.6761
351,70000,8,3.32,29.1,40,61.2,1,160,285,330,11400,20196,2448,1600,81225,108900,3745.44
352,75000,7,3.32,29.1,30,125.25,2,180,330,380,9900,47595,3757.5,900,108900,144400,15687.5625
353,100000,6,3.32,29.1,20,293.9,5,220,120,170,2400,49963,5878,400,14400,28900,86377.21
354,70000,8,3.32,29.1,35,340.3,5,160,120,170,4200,57851,11910.5,1225,14400,28900,115804.09
355,80000,9,3.32,29.1,20,267.37,4,200,120,170,2400,45452.9,5347.4,400,14400,28900,71486.7169
356,95000,9,3.32,29.1,20,296.45,5,200,120,170,2400,50396.5,5929,400,14400,28900,87882.6025
357,90000,9,3.32,29.1,20,328.4,6,200,120,170,2400,55828,6568,400,14400,28900,107846.56
358,40000,7,3.32,29.1,60,271.15,4,100,120,170,7200,46095.5,16269,3600,14400,28900,73522.3225
359,55000,6,3.32,29.1,40,260.71,4,140,120,170,4800,44320.7,10428.4,1600,14400,28900,67969.7041
360,100000,6,3.32,29.1,20,327.27,7,200,90,140,1800,45817.8,6545.4,400,8100,19600,107105.6529
361,85000,9,3.32,29.1,20,291.29,6,200,90,140,1800,40780.6,5825.8,400,8100,19600,84849.8641
362,105000,9,3.32,29.1,20,339.84,8,200,90,140,1800,47577.6,6796.8,400,8100,19600,115491.2256
363,100000,9,3.32,29.1,20,306.22,6,220,90,140,1800,42870.8,6124.4,400,8100,19600,93770.6884
364,100000,8,3.32,29.1,40,268.07,5,160,90,140,3600,37529.8,10722.8,1600,8100,19600,71861.5249
365,100000,9,3.32,29.1,20,355.76,7,200,90,140,1800,49806.4,7115.2,400,8100,19600,126565.1776
366,100000,6,3.32,29.1,40,310.04,7,140,90,140,3600,43405.6,12401.6,1600,8100,19600,96124.8016
367,100000,8,3.32,29.1,40,357.58,7,160,90,140,3600,50061.2,14303.2,1600,8100,19600,127863.4564
368,100000,9,3.32,29.1,20,306.79,10,200,90,140,1800,42950.6,6135.8,400,8100,19600,94120.1041
369,80000,8,3.32,29.1,40,356.72,11,160,90,140,3600,49940.8,14268.8,1600,8100,19600,127249.1584
370,65000,8,3.32,29.1,40,244,3,160,90,140,3600,34160,9760,1600,8100,19600,59536
371,80000,7,3.32,29.1,30,183.17,4,180,330,380,9900,69604.6,5495.1,900,108900,144400,33551.2489
372,60000,6,3.32,29.1,40,237.61,5,140,120,170,4800,40393.7,9504.4,1600,14400,28900,56458.5121
373,60000,6,3.32,29.1,20,157.43,4,200,405,450,8100,70843.5,3148.6,400,164025,202500,24784.2049
374,60000,7,3.32,29.1,20,203.97,3,200,330,380,6600,77508.6,4079.4,400,108900,144400,41603.7609
375,60000,7,3.32,29.1,30,136.36,1,180,330,380,9900,51816.8,4090.8,900,108900,144400,18594.0496
376,70000,8,3.32,29.1,40,45.04,1,160,360,410,14400,18466.4,1801.6,1600,129600,168100,2028.6016
377,50000,7,3.32,29.1,50,47.68,2,120,480,300,24000,14304,2384,2500,230400,90000,2273.3824
378,80000,7,3.32,29.1,30,79.16,0,180,360,410,10800,32455.6,2374.8,900,129600,168100,6266.3056
379,40000,7,3.32,29.1,50,112.36,1,100,330,380,16500,42696.8,5618,2500,108900,144400,12624.7696
380,100000,7,3.32,29.1,20,82.86,0,220,330,380,6600,31486.8,1657.2,400,108900,144400,6865.7796
381,70000,8,3.32,29.1,40,93.41,3,160,240,290,9600,27088.9,3736.4,1600,57600,84100,8725.4281
382,70000,7,3.32,29.1,30,54.82,0,180,450,500,13500,27410,1644.6,900,202500,250000,3005.2324
383,85000,9,3.32,29.1,20,82.46,2,200,285,330,5700,27211.8,1649.2,400,81225,108900,6799.6516
384,70000,8,3.32,29.1,40,118.11,2,160,330,380,13200,44881.8,4724.4,1600,108900,144400,13949.9721
385,95000,9,3.32,29.1,20,55.58,0,200,285,330,5700,18341.4,1111.6,400,81225,108900,3089.1364
386,65000,8,3.32,29.1,40,53.54,1,160,360,410,14400,21951.4,2141.6,1600,129600,168100,2866.5316
387,65000,6,3.32,29.1,40,48.84,1,140,645,400,25800,19536,1953.6,1600,416025,160000,2385.3456
388,65000,9,3.32,29.1,20,88.2,2,200,285,330,5700,29106,1764,400,81225,108900,7779.24
389,65000,9,3.32,29.1,20,42.2,0,200,285,330,5700,13926,844,400,81225,108900,1780.84
390,65000,7,3.32,29.1,20,38.48,0,200,450,500,9000,19240,769.6,400,202500,250000,1480.7104
391,75000,7,3.32,29.1,30,47.76,1,180,480,300,14400,14328,1432.8,900,230400,90000,2281.0176
392,70000,8,3.32,29.1,40,15.62,0,160,450,500,18000,7810,624.8,1600,202500,250000,243.9844
393,105000,9,3.32,29.1,20,23.19,1,200,360,410,7200,9507.9,463.8,400,129600,168100,537.7761
394,60000,6,3.32,29.1,35,46.49,1,140,645,400,22575,18596,1627.15,1225,416025,160000,2161.3201
395,90000,9,3.32,29.1,20,65.73,0,200,285,330,5700,21690.9,1314.6,400,81225,108900,4320.4329
396,80000,7,3.32,29.1,30,52.2,1,180,480,300,14400,15660,1566,900,230400,90000,2724.84
397,60000,7,3.32,29.1,30,67.36,1,180,480,300,14400,20208,2020.8,900,230400,90000,4537.3696
398,95000,9,3.32,29.1,20,56.73,0,200,285,330,5700,18720.9,1134.6,400,81225,108900,3218.2929
399,60000,6,3.32,29.1,40,135.2,2,140,570,280,22800,37856,5408,1600,324900,78400,18279.04
400,65000,8,3.32,29.1,40,143.39,3,160,330,380,13200,54488.2,5735.6,1600,108900,144400,20560.6921
401,95000,9,3.32,29.1,20,121.56,3,200,240,290,4800,35252.4,2431.2,400,57600,84100,14776.8336
402,60000,6,3.32,29.1,40,66.03,2,140,645,400,25800,26412,2641.2,1600,416025,160000,4359.9609
403,95000,9,3.32,29.1,20,155.97,5,220,240,290,4800,45231.3,3119.4,400,57600,84100,24326.6409
404,100000,6,3.32,29.1,20,116.73,3,220,570,280,11400,32684.4,2334.6,400,324900,78400,13625.8929
405,60000,6,3.32,29.1,40,151.73,2,140,570,280,22800,42484.4,6069.2,1600,324900,78400,23021.9929
406,50000,7,3.32,29.1,50,44.18,3,120,480,300,24000,13254,2209,2500,230400,90000,1951.8724
407,100000,5,3.32,29.1,20,69.32,1,220,480,300,9600,20796,1386.4,400,230400,90000,4805.2624
408,50000,7,3.32,29.1,50,91.55,2,120,480,300,24000,27465,4577.5,2500,230400,90000,8381.4025
409,100000,7,3.32,29.1,20,37.7,0,220,480,300,9600,11310,754,400,230400,90000,1421.29
410,75000,7,2.5,29.1,30,94.34,3,180,405,450,12150,42453,2830.2,900,164025,202500,8900.0356
411,80000,9,2.5,29.1,20,103.46,2,200,240,290,4800,30003.4,2069.2,400,57600,84100,10703.9716
412,50000,7,2.5,29.1,50,196.36,2,120,405,450,20250,88362,9818,2500,164025,202500,38557.2496
413,100000,6,2.5,29.1,20,187.96,6,220,525,480,10500,90220.8,3759.2,400,275625,230400,35328.9616
414,40000,7,2.5,29.1,60,220.1,1,100,360,410,21600,90241,13206,3600,129600,168100,48444.01
415,65000,8,2.5,29.1,40,163.62,0,160,330,380,13200,62175.6,6544.8,1600,108900,144400,26771.5044
416,50000,7,2.5,29.1,50,138.36,3,120,405,450,20250,62262,6918,2500,164025,202500,19143.4896
417,90000,9,2.5,29.1,20,213.04,2,200,210,260,4200,55390.4,4260.8,400,44100,67600,45386.0416
418,40000,7,2.5,29.1,50,145.72,2,120,405,450,20250,65574,7286,2500,164025,202500,21234.3184
419,50000,7,2.5,29.1,50,256.45,2,120,330,380,16500,97451,12822.5,2500,108900,144400,65766.6025
420,50000,7,2.5,29.1,30,180.25,2,180,405,450,12150,81112.5,5407.5,900,164025,202500,32490.0625
421,50000,7,2.5,29.1,20,214.46,1,200,360,410,7200,87928.6,4289.2,400,129600,168100,45993.0916
422,50000,8,2.5,29.1,40,319.04,2,160,210,260,8400,82950.4,12761.6,1600,44100,67600,101786.5216
423,50000,9,2.5,29.1,20,311.67,8,220,165,210,3300,65450.7,6233.4,400,27225,44100,97138.1889
424,50000,7,2.5,29.1,50,247.03,6,100,330,380,16500,93871.4,12351.5,2500,108900,144400,61023.8209
425,95000,9,2.5,29.1,20,145.5,1,200,210,260,4200,37830,2910,400,44100,67600,21170.25
426,65000,8,2.5,29.1,40,243.13,5,160,240,290,9600,70507.7,9725.2,1600,57600,84100,59112.1969
427,95000,9,2.5,29.1,20,277.12,3,200,210,260,4200,72051.2,5542.4,400,44100,67600,76795.4944
428,100000,9,2.5,29.1,20,259.28,2,220,210,260,4200,67412.8,5185.6,400,44100,67600,67226.1184
429,100000,6,2.5,29.1,40,223.83,1,140,480,300,19200,67149,8953.2,1600,230400,90000,50099.8689
430,100000,7,2.5,29.1,30,221.54,7,180,360,410,10800,90831.4,6646.2,900,129600,168100,49079.9716
431,100000,6,2.5,29.1,40,254.95,6,140,450,500,18000,127475,10198,1600,202500,250000,64999.5025
432,100000,7,2.5,29.1,60,256.85,3,100,330,380,19800,97603,15411,3600,108900,144400,65971.9225
433,60000,6,2.5,29.1,40,304.61,2,140,450,500,18000,152305,12184.4,1600,202500,250000,92787.2521
434,70000,8,2.5,29.1,40,322.06,7,160,240,290,9600,93397.4,12882.4,1600,57600,84100,103722.6436
435,70000,8,2.5,29.1,35,318.11,5,160,240,290,8400,92251.9,11133.85,1225,57600,84100,101193.9721
436,90000,9,2.5,29.1,20,320.63,1,200,210,260,4200,83363.8,6412.6,400,44100,67600,102803.5969
437,95000,9,2.5,29.1,20,256.73,4,200,240,290,4800,74451.7,5134.6,400,57600,84100,65910.2929
438,105000,7,2.5,29.1,30,260.6,4,180,405,450,12150,117270,7818,900,164025,202500,67912.36
439,55000,6,2.5,29.1,40,318.02,3,140,450,500,18000,159010,12720.8,1600,202500,250000,101136.7204
440,55000,6,2.5,29.1,40,301.88,2,140,450,500,18000,150940,12075.2,1600,202500,250000,91131.5344
441,90000,9,2.5,29.1,20,234.06,2,200,240,290,4800,67877.4,4681.2,400,57600,84100,54784.0836
442,45000,6,2.5,29.1,40,234.36,4,140,525,480,21000,112492.8,9374.4,1600,275625,230400,54924.6096
443,100000,7,2.5,29.1,20,132,1,220,525,480,10500,63360,2640,400,275625,230400,17424
444,60000,6,2.5,29.1,40,206.63,7,140,405,450,16200,92983.5,8265.2,1600,164025,202500,42695.9569
445,80000,9,2.5,29.1,20,138.22,4,200,330,380,6600,52523.6,2764.4,400,108900,144400,19104.7684
446,85000,9,2.5,29.1,20,80.99,2,200,360,410,7200,33205.9,1619.8,400,129600,168100,6559.3801
447,85000,7,2.5,29.1,60,26.17,0,100,600,450,36000,11776.5,1570.2,3600,360000,202500,684.8689
448,85000,9,2.5,29.1,20,109.66,4,200,360,410,7200,44960.6,2193.2,400,129600,168100,12025.3156
449,85000,6,2.5,29.1,20,174.52,9,200,690,500,13800,87260,3490.4,400,476100,250000,30457.2304
450,85000,7,2.5,29.1,20,255.15,11,200,405,450,8100,114817.5,5103,400,164025,202500,65101.5225
451,40000,7,2.5,29.1,60,297.06,11,100,405,450,24300,133677,17823.6,3600,164025,202500,88244.6436
452,105000,7,2.5,29.1,20,276.74,10,220,405,450,8100,124533,5534.8,400,164025,202500,76585.0276
453,60000,6,2.5,29.1,40,261.28,9,140,525,480,21000,125414.4,10451.2,1600,275625,230400,68267.2384
454,55000,6,2.5,29.1,40,209.29,8,140,600,450,24000,94180.5,8371.6,1600,360000,202500,43802.3041
455,95000,9,2.5,29.1,20,238.03,6,200,285,330,5700,78549.9,4760.6,400,81225,108900,56658.2809
456,95000,9,2.5,29.1,20,160.65,8,200,330,380,6600,61047,3213,400,108900,144400,25808.4225
457,95000,7,2.5,29.1,20,152.07,6,220,480,300,9600,45621,3041.4,400,230400,90000,23125.2849
458,95000,7,2.5,29.1,50,112.64,4,120,525,480,26250,54067.2,5632,2500,275625,230400,12687.7696
459,95000,6,2.5,29.1,40,177.19,4,140,645,400,25800,70876,7087.6,1600,416025,160000,31396.2961
460,95000,7,2.5,29.1,30,159.15,2,180,480,300,14400,47745,4774.5,900,230400,90000,25328.7225
461,95000,6,2.5,29.1,40,97.59,2,140,765,280,30600,27325.2,3903.6,1600,585225,78400,9523.8081
462,90000,9,2.5,29.1,20,80.06,3,200,360,410,7200,32824.6,1601.2,400,129600,168100,6409.6036
463,45000,6,2.5,29.1,40,70.01,1,140,810,550,32400,38505.5,2800.4,1600,656100,302500,4901.4001
464,85000,9,2.5,29.1,50,183.13,4,200,285,330,14250,60432.9,9156.5,2500,81225,108900,33536.5969
465,105000,7,2.5,29.1,20,116.71,4,200,525,480,10500,56020.8,2334.2,400,275625,230400,13621.2241
466,105000,6,2.5,29.1,20,86.05,5,220,765,280,15300,24094,1721,400,585225,78400,7404.6025
467,95000,9,2.5,29.1,20,46.53,3,200,405,450,8100,20938.5,930.6,400,164025,202500,2165.0409
468,65000,8,2.5,29.1,40,52.33,3,160,480,300,19200,15699,2093.2,1600,230400,90000,2738.4289
469,65000,8,2.5,29.1,40,70.72,4,160,480,300,19200,21216,2828.8,1600,230400,90000,5001.3184
470,50000,7,2.5,29.1,50,67.12,3,120,645,400,32250,26848,3356,2500,416025,160000,4505.0944
471,70000,8,2.5,29.1,40,141.82,4,160,360,410,14400,58146.2,5672.8,1600,129600,168100,20112.9124
472,80000,7,2.5,29.1,30,211.68,8,180,450,500,13500,105840,6350.4,900,202500,250000,44808.4224
473,85000,7,2.5,29.1,20,221.62,10,180,450,500,9000,110810,4432.4,400,202500,250000,49115.4244
474,95000,9,2.5,29.1,20,155.08,6,200,330,380,6600,58930.4,3101.6,400,108900,144400,24049.8064
475,75000,7,2.5,29.1,30,248.6,11,180,450,500,13500,124300,7458,900,202500,250000,61801.96
476,50000,7,2.5,29.1,50,260.95,10,120,450,500,22500,130475,13047.5,2500,202500,250000,68094.9025
477,80000,7,2.5,29.1,30,297.67,10,180,405,450,12150,133951.5,8930.1,900,164025,202500,88607.4289
478,45000,6,2.5,29.1,35,368.4,15,140,360,410,12600,151044,12894,1225,129600,168100,135718.56
479,80000,7,2.5,29.1,30,315.36,11,180,285,330,8550,104068.8,9460.8,900,81225,108900,99451.9296
480,85000,9,2.5,29.1,20,346.99,9,220,165,210,3300,72867.9,6939.8,400,27225,44100,120402.0601
481,100000,7,2.5,29.1,20,317.16,10,220,240,290,4800,91976.4,6343.2,400,57600,84100,100590.4656
482,105000,6,2.5,29.1,20,409.42,6,200,240,290,4800,118731.8,8188.4,400,57600,84100,167624.7364
483,60000,6,2.5,29.1,40,461.86,7,140,210,260,8400,120083.6,18474.4,1600,44100,67600,213314.6596
484,105000,9,2.5,29.1,20,371.01,12,200,120,170,2400,63071.7,7420.2,400,14400,28900,137648.4201
485,40000,7,2.5,29.1,35,398.42,12,100,240,290,8400,115541.8,13944.7,1225,57600,84100,158738.4964
486,55000,6,2.5,29.1,40,463.79,9,140,210,260,8400,120585.4,18551.6,1600,44100,67600,215101.1641
487,55000,7,2.5,29.1,30,308.15,12,180,285,330,8550,101689.5,9244.5,900,81225,108900,94956.4225
488,55000,8,2.5,29.1,40,337.38,11,160,210,260,8400,87718.8,13495.2,1600,44100,67600,113825.2644
489,55000,7,2.5,29.1,50,324.49,9,120,240,290,12000,94102.1,16224.5,2500,57600,84100,105293.7601
490,55000,9,2.5,29.1,20,270.65,7,200,240,290,4800,78488.5,5413,400,57600,84100,73251.4225
491,55000,9,2.5,29.1,20,180.23,7,200,285,330,5700,59475.9,3604.6,400,81225,108900,32482.8529
492,55000,9,2.5,29.1,20,391.76,6,200,165,210,3300,82269.6,7835.2,400,27225,44100,153475.8976
493,75000,7,2.5,29.1,30,322.41,6,180,285,330,8550,106395.3,9672.3,900,81225,108900,103948.2081
494,55000,6,2.5,29.1,40,337,4,140,360,410,14400,138170,13480,1600,129600,168100,113569
495,85000,9,2.5,29.1,35,319.9,3,200,165,210,5775,67179,11196.5,1225,27225,44100,102336.01
496,90000,9,2.5,29.1,20,253.51,3,200,285,330,5700,83658.3,5070.2,400,81225,108900,64267.3201
